sentence	tokens	tags	tag_ids	true_idioms	language	predicted_idioms	ratios	hallucinated	predicted_tags
Hat er noch was gesagt? — Nee. Er war kurz angebunden.	['Hat ', 'er ', 'noch ', 'was ', 'gesagt', '? ', '— ', 'Nee', '. ', 'Er ', 'war ', 'kurz ', 'angebunden', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	['kurz angebunden']	german	['kurz angebunden']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr.	['Wenn ', 'man ', 'die ', 'Autobahn ', 'nimmt', ', ', 'ist ', 'man ', 'schneller ', 'da', ', ', 'aber ', 'wenn ', 'man ', 'über ', 'die ', 'Dörfer ', 'fährt', ', ', 'sieht ', 'man ', 'mehr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	german	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Stein des Anstoßes sind die folgenden Zeilen: „Vater unser im Himmel/ Geheiligt werde die Lüge/ Mein Fleisch verkomme/ Mein Wille geschehe/ Und den Himmel gib uns auf Erden/ Und vergib uns unsere Gier/ Drum führe uns jetzt in Versuchung/ Und dann erlöse uns von all dem Bösen/ Ich geb euch Liebe/ Ich geb euch Hoffnung/ Doch nur zum Schein/ Denn die Massen woll’n betrogen sein.“	['Stein ', 'des ', 'Anstoßes ', 'sind ', 'die ', 'folgenden ', 'Zeilen', ': ', '„', 'Vater ', 'unser ', 'im ', 'Himmel', '/ ', 'Geheiligt ', 'werde ', 'die ', 'Lüge', '/ ', 'Mein ', 'Fleisch ', 'verkomme', '/ ', 'Mein ', 'Wille ', 'geschehe', '/ ', 'Und ', 'den ', 'Himmel ', 'gib ', 'uns ', 'auf ', 'Erden', '/ ', 'Und ', 'vergib ', 'uns ', 'unsere ', 'Gier', '/ ', 'Drum ', 'führe ', 'uns ', 'jetzt ', 'in ', 'Versuchung', '/ ', 'Und ', 'dann ', 'erlöse ', 'uns ', 'von ', 'all ', 'dem ', 'Bösen', '/ ', 'Ich ', 'geb ', 'euch ', 'Liebe', '/ ', 'Ich ', 'geb ', 'euch ', 'Hoffnung', '/ ', 'Doch ', 'nur ', 'zum ', 'Schein', '/ ', 'Denn ', 'die ', 'Massen ', 'woll', '’n ', 'betrogen ', 'sein', '.', '“']	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Stein des Anstoßes']	german	['zum schein']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Zumindest die Vorbehalte gegenüber den Ultraorthodoxen scheinen die Kibbuzniks mit der weiteren Gesellschaft zu teilen. Besonders die Unterstützungsleistungen, die jene beziehen, bildeten an den Protesten in Tel Aviv einen zusätzlichen Stein des Anstoßes.	['Zumindest ', 'die ', 'Vorbehalte ', 'gegenüber ', 'den ', 'Ultraorthodoxen ', 'scheinen ', 'die ', 'Kibbuzniks ', 'mit ', 'der ', 'weiteren ', 'Gesellschaft ', 'zu ', 'teilen', '. ', 'Besonders ', 'die ', 'Unterstützungsleistungen', ', ', 'die ', 'jene ', 'beziehen', ', ', 'bildeten ', 'an ', 'den ', 'Protesten ', 'in ', 'Tel ', 'Aviv ', 'einen ', 'zusätzlichen ', 'Stein ', 'des ', 'Anstoßes', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['Stein des Anstoßes']	german	['stein des anstoßes']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Da hat der Kanzlerkandidat Gerhard Schröder beim Barte des Propheten geschworen, die Renten nicht zu kürzen.	['Da ', 'hat ', 'der ', 'Kanzlerkandidat ', 'Gerhard ', 'Schröder ', 'beim ', 'Barte ', 'des ', 'Propheten ', 'geschworen', ', ', 'die ', 'Renten ', 'nicht ', 'zu ', 'kürzen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	['beim Barte des Propheten']	german	['beim barte des propheten geschworen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Das muss, beim Barte des Propheten, ganz wundervoll sein!	['Das ', 'muss', ', ', 'beim ', 'Barte ', 'des ', 'Propheten', ', ', 'ganz ', 'wundervoll ', 'sein', '!']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]	['beim Barte des Propheten']	german	['beim barte des propheten']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']
Doch wenn, beim Barte des Propheten, die eben noch dem Untergang geweihte Firma nach zwei Monaten am gleichen Ort unter anderem Namen neu ersteht wie Phönix aus dem Wüstensand und ihre ornamentreichen Knotenwunder jetzt zu noch unglaublicheren Hammerpreisen annonciert, dann kann auch der treueste Anhänger orientalischer Märchenerzähler ins Grübeln kommen.	['Doch ', 'wenn', ', ', 'beim ', 'Barte ', 'des ', 'Propheten', ', ', 'die ', 'eben ', 'noch ', 'dem ', 'Untergang ', 'geweihte ', 'Firma ', 'nach ', 'zwei ', 'Monaten ', 'am ', 'gleichen ', 'Ort ', 'unter ', 'anderem ', 'Namen ', 'neu ', 'ersteht ', 'wie ', 'Phönix ', 'aus ', 'dem ', 'Wüstensand ', 'und ', 'ihre ', 'ornamentreichen ', 'Knotenwunder ', 'jetzt ', 'zu ', 'noch ', 'unglaublicheren ', 'Hammerpreisen ', 'annonciert', ', ', 'dann ', 'kann ', 'auch ', 'der ', 'treueste ', 'Anhänger ', 'orientalischer ', 'Märchenerzähler ', 'ins ', 'Grübeln ', 'kommen', '.']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['beim Barte des Propheten']	german	['beim barte des propheten', 'wie phönix aus der asche']	[1.0, 1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Der damalige Bundeskanzler hatte dem Unternehmen Bürgschaften und Darlehen in Höhe von 128 Millionen Euro zugesagt, nachdem es Milliarden in den Sand gesetzt hatte	['Der ', 'damalige ', 'Bundeskanzler ', 'hatte ', 'dem ', 'Unternehmen ', 'Bürgschaften ', 'und ', 'Darlehen ', 'in ', 'Höhe ', 'von ', '128 ', 'Millionen ', 'Euro ', 'zugesagt', ', ', 'nachdem ', 'es ', 'Milliarden ', 'in ', 'den ', 'Sand ', 'gesetzt ', 'hatte']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	['in den Sand gesetzt']	german	['in den sand gesetzt']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Die Niederlage unseres Konkurrenten muss uns erst recht anspornen, heute Abend Bestleistung zu bringen.	['Die ', 'Niederlage ', 'unseres ', 'Konkurrenten ', 'muss ', 'uns ', 'erst ', 'recht ', 'anspornen', ', ', 'heute ', 'Abend ', 'Bestleistung ', 'zu ', 'bringen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]	['erst recht']	german	['bestleistung']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'O', 'O', 'O']
Wir wurden eingeschüchtert, damit wir den Streik absagen, aber jetzt streiken wir erst recht.	['Wir ', 'wurden ', 'eingeschüchtert', ', ', 'damit ', 'wir ', 'den ', 'Streik ', 'absagen', ', ', 'aber ', 'jetzt ', 'streiken ', 'wir ', 'erst ', 'recht', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	['erst recht']	german	['erst recht']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Ich war völlig durch den Wind, als ich sie das erste Mal gesehen hab.	['Ich ', 'war ', 'völlig ', 'durch ', 'den ', 'Wind', ', ', 'als ', 'ich ', 'sie ', 'das ', 'erste ', 'Mal ', 'gesehen ', 'hab', '.']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['durch den Wind']	german	['durch den wind']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Lass mich erst mal überlegen, ich bin noch etwas durch den Wind.	['Lass ', 'mich ', 'erst ', 'mal ', 'überlegen', ', ', 'ich ', 'bin ', 'noch ', 'etwas ', 'durch ', 'den ', 'Wind', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['durch den Wind']	german	['durch den wind']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Haste kein’n Arsch in der Hose, oder was?	['Haste ', 'kein', '’n ', 'Arsch ', 'in ', 'der ', 'Hose', ', ', 'oder ', 'was', '?']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']	[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]	['Arsch in der Hose']	german	['kein’n arsch in der hose']	[1.0]	False	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
Glaubst du an die große Liebe?	['Glaubst ', 'du ', 'an ', 'die ', 'große ', 'Liebe', '?']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 0]	['große Liebe']	german	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O']
Die Musik ist meine große Liebe.	['Die ', 'Musik ', 'ist ', 'meine ', 'große ', 'Liebe', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 0]	['große Liebe']	german	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O']
Um als deutscher Beamter entlassen zu werden, muss man schon silberne Löffel klauen.	['Um ', 'als ', 'deutscher ', 'Beamter ', 'entlassen ', 'zu ', 'werden', ', ', 'muss ', 'man ', 'schon ', 'silberne ', 'Löffel ', 'klauen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['silberne Löffel klauen']	german	['silberne löffel klauen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Bist du ans andere Ufer gewechselt?	['Bist ', 'du ', 'ans ', 'andere ', 'Ufer ', 'gewechselt', '?']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 1, 2, 0, 0]	['andere Ufer']	german	['ans andere ufer gewechselt']	[1.0]	False	['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Gerade bei Menschen, die viel Wert auf ihren Titel legen, kann man hier leicht ins Fettnäpfchen treten.	['Gerade ', 'bei ', 'Menschen', ', ', 'die ', 'viel ', 'Wert ', 'auf ', 'ihren ', 'Titel ', 'legen', ', ', 'kann ', 'man ', 'hier ', 'leicht ', 'ins ', 'Fettnäpfchen ', 'treten', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['ins Fettnäpfchen treten']	german	['ins fettnäpfchen treten']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Gleich nach der Begrüßung – sich in das Fauteuil zu setzen, wozu ihm K. einlud, hatte er keine Zeit – bat er K. um ein kurzes Gespräch unter vier Augen.	['Gleich ', 'nach ', 'der ', 'Begrüßung ', '– ', 'sich ', 'in ', 'das ', 'Fauteuil ', 'zu ', 'setzen', ', ', 'wozu ', 'ihm ', 'K. ', 'einlud', ', ', 'hatte ', 'er ', 'keine ', 'Zeit ', '– ', 'bat ', 'er ', 'K. ', 'um ', 'ein ', 'kurzes ', 'Gespräch ', 'unter ', 'vier ', 'Augen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['unter vier Augen']	german	['unter vier augen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Sie wohnen ohne Trauschein zusammen.	['Sie ', 'wohnen ', 'ohne ', 'Trauschein ', 'zusammen', '.']	['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 1, 2, 0, 0]	['ohne Trauschein']	german	['ohne trauschein']	[1.0]	False	['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']
Keine zehn Pferde könnten mich dahin kriegen.	['Keine ', 'zehn ', 'Pferde ', 'könnten ', 'mich ', 'dahin ', 'kriegen', '.']	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']	[1, 2, 2, 0, 0, 0, 0, 0]	['Keine zehn Pferde']	german	['keine zehn pferde']	[1.0]	False	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']
Wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?	['Wir ', 'sollten ', 'das ', 'nicht ', 'zwischen ', 'Tür ', 'und ', 'Angel ', 'besprechen', '. ', 'Kommen ', 'Sie ', 'doch ', 'morgen ', 'früh ', 'noch ', 'mal ', 'in ', 'mein ', 'Büro', ', ', 'ja', '?']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['zwischen Tür und Angel']	german	['zwischen tür und angel']	[1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Wir haben dieses Geschäft von Grund auf aufgebaut.	['Wir ', 'haben ', 'dieses ', 'Geschäft ', 'von ', 'Grund ', 'auf ', 'aufgebaut', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 1, 2, 2, 0, 0]	['von Grund auf']	german	['von grund auf']	[1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
Er schenkte ihr ein offenes Ohr.	['Er ', 'schenkte ', 'ihr ', 'ein ', 'offenes ', 'Ohr', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 0]	['offenes Ohr']	german	['ein offenes ohr']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['Die ', 'Politiker ', 'kannste ', 'alle ', 'in ', 'einen ', 'Sack ', 'stecken ', 'und ', 'draufhauen ', '– ', 'da ', 'triffste ', 'immer ', 'den ', 'Richtigen', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]	['in einen Sack stecken und draufhauen']	german	['in einen sack stecken und draufhauen']	[1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
1891, E. Rohmer., Allgemeine Deutsche Biographie: Schulthess, Heinrich Er ließ sich in München nieder und trat zunächst als Mitglied in die Redaction der von dem ihm bei öfteren Besuchen in Deutschland befreundet gewordenen Dr. Karl Brater begründeten und geleiteten „Süddeutschen Zeitung“ ein, „welche damals in täglichem Kampfe den Boden bereiten half für die Einigung Deutschlands unter Preußens Führung“	['1891', ', ', 'E. ', 'Rohmer', '.', ', ', 'Allgemeine ', 'Deutsche ', 'Biographie', ': ', 'Schulthess', ', ', 'Heinrich ', 'Er ', 'ließ ', 'sich ', 'in ', 'München ', 'nieder ', 'und ', 'trat ', 'zunächst ', 'als ', 'Mitglied ', 'in ', 'die ', 'Redaction ', 'der ', 'von ', 'dem ', 'ihm ', 'bei ', 'öfteren ', 'Besuchen ', 'in ', 'Deutschland ', 'befreundet ', 'gewordenen ', 'Dr. ', 'Karl ', 'Brater ', 'begründeten ', 'und ', 'geleiteten ', '„', 'Süddeutschen ', 'Zeitung', '“ ', 'ein', ', ', '„', 'welche ', 'damals ', 'in ', 'täglichem ', 'Kampfe ', 'den ', 'Boden ', 'bereiten ', 'half ', 'für ', 'die ', 'Einigung ', 'Deutschlands ', 'unter ', 'Preußens ', 'Führung', '“']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['den Boden bereiten']	german	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Das Ende der Fahnenstange ist noch lange nicht erreicht.	['Das ', 'Ende ', 'der ', 'Fahnenstange ', 'ist ', 'noch ', 'lange ', 'nicht ', 'erreicht', '.']	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 1, 2, 2, 0, 0, 0, 0, 0, 0]	['Ende der Fahnenstange']	german	['das ende der fahnenstange']	[1.0]	False	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']
Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['Alle ', 'Verwaltungen ', 'der ', 'USA ', 'schienen ', 'gleichzeitig ', 'am ', 'Ende ', 'der ', 'Fahnenstange ', 'angelangt', '. ', 'Die ', 'Staaten ', 'kämpften ', 'mit ', 'Defiziten ', 'in ', 'Milliardenhöhe', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Ende der Fahnenstange']	german	['am ende der fahnenstange angelangt']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
