sentence,PIE,true_idioms,is_figurative,variant_number,variant_sentence,tokens,tags,tag_ids
"Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.",['halbe Miete'],['halbe Miete'],True,1,"Meine Eltern haben mir erklärt, dass ich einen Beitrag zu den Haushaltskosten leisten soll, aber wenn meine Noten stimmen, erlassen sie mir einen Großteil der Kosten für mein Zimmer. Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.","['Meine', 'Eltern', 'haben', 'mir', 'erklärt', ',', 'dass', 'ich', 'einen', 'Beitrag', 'zu', 'den', 'Haushaltskosten', 'leisten', 'soll', ',', 'aber', 'wenn', 'meine', 'Noten', 'stimmen', ',', 'erlassen', 'sie', 'mir', 'einen', 'Großteil', 'der', 'Kosten', 'für', 'mein', 'Zimmer', '.', 'Ich', 'lerne', 'vor', 'Klausuren', 'und', 'Tests', ',', 'ansonsten', 'bin', 'ich', 'der', 'Meinung', ':', 'Wenn', 'ich', 'in', 'der', 'Schule', 'gut', 'aufpasse', ',', 'ist', 'das', 'schon', 'mal', 'die', 'halbe', 'Miete', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
"Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.",['halbe Miete'],['halbe Miete'],True,2,"Mein Mitbewohner und ich haben über unsere Finanzen gesprochen und wie wir die teure Wohnung bezahlen sollen, besonders da die nächste Zahlung bald fällig ist. Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.","['Mein', 'Mitbewohner', 'und', 'ich', 'haben', 'über', 'unsere', 'Finanzen', 'gesprochen', 'und', 'wie', 'wir', 'die', 'teure', 'Wohnung', 'bezahlen', 'sollen', ',', 'besonders', 'da', 'die', 'nächste', 'Zahlung', 'bald', 'fällig', 'ist', '.', 'Ich', 'lerne', 'vor', 'Klausuren', 'und', 'Tests', ',', 'ansonsten', 'bin', 'ich', 'der', 'Meinung', ':', 'Wenn', 'ich', 'in', 'der', 'Schule', 'gut', 'aufpasse', ',', 'ist', 'das', 'schon', 'mal', 'die', 'halbe', 'Miete', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
"Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.",['halbe Miete'],['halbe Miete'],True,3,"Bei der Studienberatung wurde mir ein leistungsabhängiges Stipendium vorgestellt, das genau fünfzig Prozent der nachgewiesenen Wohnkosten übernimmt, weshalb gute Noten jetzt entscheidend sind. Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.","['Bei', 'der', 'Studienberatung', 'wurde', 'mir', 'ein', 'leistungsabhängiges', 'Stipendium', 'vorgestellt', ',', 'das', 'genau', 'fünfzig', 'Prozent', 'der', 'nachgewiesenen', 'Wohnkosten', 'übernimmt', ',', 'weshalb', 'gute', 'Noten', 'jetzt', 'entscheidend', 'sind', '.', 'Ich', 'lerne', 'vor', 'Klausuren', 'und', 'Tests', ',', 'ansonsten', 'bin', 'ich', 'der', 'Meinung', ':', 'Wenn', 'ich', 'in', 'der', 'Schule', 'gut', 'aufpasse', ',', 'ist', 'das', 'schon', 'mal', 'die', 'halbe', 'Miete', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
"Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.",['halbe Miete'],['halbe Miete'],True,4,"Mein Chef hat für studentische Aushilfen eine neue Regelung eingeführt: Wer einen guten Notenschnitt vorweisen kann, erhält eine Prämie, die für fünfzig Prozent der durchschnittlichen Wohnungsnebenkosten reicht. Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.","['Mein', 'Chef', 'hat', 'für', 'studentische', 'Aushilfen', 'eine', 'neue', 'Regelung', 'eingeführt', ':', 'Wer', 'einen', 'guten', 'Notenschnitt', 'vorweisen', 'kann', ',', 'erhält', 'eine', 'Prämie', ',', 'die', 'für', 'fünfzig', 'Prozent', 'der', 'durchschnittlichen', 'Wohnungsnebenkosten', 'reicht', '.', 'Ich', 'lerne', 'vor', 'Klausuren', 'und', 'Tests', ',', 'ansonsten', 'bin', 'ich', 'der', 'Meinung', ':', 'Wenn', 'ich', 'in', 'der', 'Schule', 'gut', 'aufpasse', ',', 'ist', 'das', 'schon', 'mal', 'die', 'halbe', 'Miete', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
"Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.",['halbe Miete'],['halbe Miete'],True,5,"Mein Mitbewohner und ich haben eine Wette laufen, die unsere Haushaltskasse betrifft: Wenn ich das nächste Zeugnis nur durch Aufmerksamkeit im Unterricht bestehe, erlässt er mir für den Folgemonat die Hälfte meiner Zahlung für unsere Wohnung. Ich lerne vor Klausuren und Tests, ansonsten bin ich der Meinung: Wenn ich in der Schule gut aufpasse, ist das schon mal die halbe Miete.","['Mein', 'Mitbewohner', 'und', 'ich', 'haben', 'eine', 'Wette', 'laufen', ',', 'die', 'unsere', 'Haushaltskasse', 'betrifft', ':', 'Wenn', 'ich', 'das', 'nächste', 'Zeugnis', 'nur', 'durch', 'Aufmerksamkeit', 'im', 'Unterricht', 'bestehe', ',', 'erlässt', 'er', 'mir', 'für', 'den', 'Folgemonat', 'die', 'Hälfte', 'meiner', 'Zahlung', 'für', 'unsere', 'Wohnung', '.', 'Ich', 'lerne', 'vor', 'Klausuren', 'und', 'Tests', ',', 'ansonsten', 'bin', 'ich', 'der', 'Meinung', ':', 'Wenn', 'ich', 'in', 'der', 'Schule', 'gut', 'aufpasse', ',', 'ist', 'das', 'schon', 'mal', 'die', 'halbe', 'Miete', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.,['einen Strick drehen'],['einen Strick drehen'],True,1,"Während der Theaterprobe für das Historiendrama, bei der die Hinrichtungsszene geübt wurde und der Schauspieler über die Qualität des Requisiten-Seils witzelte, das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.","['Während', 'der', 'Theaterprobe', 'für', 'das', 'Historiendrama', ',', 'bei', 'der', 'die', 'Hinrichtungsszene', 'geübt', 'wurde', 'und', 'der', 'Schauspieler', 'über', 'die', 'Qualität', 'des', 'Requisiten', '-', 'Seils', 'witzelte', ',', 'das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.,['einen Strick drehen'],['einen Strick drehen'],True,2,"Auf dem Mittelaltermarkt, direkt neben dem Stand des Seilers, der gerade Hanffasern sponn, flüsterte er seiner Tochter eine moderne Redewendung ins Ohr, woraufhin seine Frau besorgt blickte, doch das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.","['Auf', 'dem', 'Mittelaltermarkt', ',', 'direkt', 'neben', 'dem', 'Stand', 'des', 'Seilers', ',', 'der', 'gerade', 'Hanffasern', 'sponn', ',', 'flüsterte', 'er', 'seiner', 'Tochter', 'eine', 'moderne', 'Redewendung', 'ins', 'Ohr', ',', 'woraufhin', 'seine', 'Frau', 'besorgt', 'blickte', ',', 'doch', 'das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.,['einen Strick drehen'],['einen Strick drehen'],True,3,"Im Bastelkurs versuchte sie, aus dem brüchigen Stroh eine Kordel zu fertigen, was ihr Kollege mit leisem Spott kommentierte, aber das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.","['Im', 'Bastelkurs', 'versuchte', 'sie', ',', 'aus', 'dem', 'brüchigen', 'Stroh', 'eine', 'Kordel', 'zu', 'fertigen', ',', 'was', 'ihr', 'Kollege', 'mit', 'leisem', 'Spott', 'kommentierte', ',', 'aber', 'das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.,['einen Strick drehen'],['einen Strick drehen'],True,4,"Der Segellehrer zeigte dem Anfänger, wie man aus dem dünnen Tauwerk eine feste Schlinge legt, doch der Schüler äußerte nur frustriert, dass dies wohl nie etwas werde, das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.","['Der', 'Segellehrer', 'zeigte', 'dem', 'Anfänger', ',', 'wie', 'man', 'aus', 'dem', 'dünnen', 'Tauwerk', 'eine', 'feste', 'Schlinge', 'legt', ',', 'doch', 'der', 'Schüler', 'äußerte', 'nur', 'frustriert', ',', 'dass', 'dies', 'wohl', 'nie', 'etwas', 'werde', ',', 'das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.,['einen Strick drehen'],['einen Strick drehen'],True,5,"Der Bauer flocht gerade eine Kordel aus getrocknetem Gras, um die Heuballen zu sichern, als der junge Knecht leise über die neuen Arbeitszeiten schimpfte, doch das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.","['Der', 'Bauer', 'flocht', 'gerade', 'eine', 'Kordel', 'aus', 'getrocknetem', 'Gras', ',', 'um', 'die', 'Heuballen', 'zu', 'sichern', ',', 'als', 'der', 'junge', 'Knecht', 'leise', 'über', 'die', 'neuen', 'Arbeitszeiten', 'schimpfte', ',', 'doch', 'das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
"Was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!",['Wunder für diese Kinder vollbringen'],['Wunder für diese Kinder vollbringen'],True,1,"Während der Planungsbesprechung für die große Benefiz-Zaubershow im Kinderkrankenhaus, bei der über Kosteneinsparungen bei den Spezialeffekten diskutiert wurde, fragte der Star-Illusionist empört, was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!","['Während', 'der', 'Planungsbesprechung', 'für', 'die', 'große', 'Benefiz', '-', 'Zaubershow', 'im', 'Kinderkrankenhaus', ',', 'bei', 'der', 'über', 'Kosteneinsparungen', 'bei', 'den', 'Spezialeffekten', 'diskutiert', 'wurde', ',', 'fragte', 'der', 'Star', '-', 'Illusionist', 'empört', ',', 'was', 'würde', 'das', 'für', 'ein', 'Grund', 'sein', ',', 'wenn', 'wir', 'keine', 'Wunder', 'für', 'diese', 'Kinder', 'vollbringen', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]"
"Was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!",['Wunder für diese Kinder vollbringen'],['Wunder für diese Kinder vollbringen'],True,2,"In der Gilde der Erzmagier, wo die Debatte über die Rettung des verfluchten Dorfes hitzig geführt wurde, argumentierte der Älteste gegen eine rein symbolische Geste und betonte, was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!","['In', 'der', 'Gilde', 'der', 'Erzmagier', ',', 'wo', 'die', 'Debatte', 'über', 'die', 'Rettung', 'des', 'verfluchten', 'Dorfes', 'hitzig', 'geführt', 'wurde', ',', 'argumentierte', 'der', 'Älteste', 'gegen', 'eine', 'rein', 'symbolische', 'Geste', 'und', 'betonte', ',', 'was', 'würde', 'das', 'für', 'ein', 'Grund', 'sein', ',', 'wenn', 'wir', 'keine', 'Wunder', 'für', 'diese', 'Kinder', 'vollbringen', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]"
"Was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!",['Wunder für diese Kinder vollbringen'],['Wunder für diese Kinder vollbringen'],True,3,"Der Hohe Rat der Kleriker bewertete die Petition der neuen Bruderschaft, die behauptete, göttliche Heilkräfte zu besitzen, und der Vorsitzende fragte missbilligend in die Runde, was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!","['Der', 'Hohe', 'Rat', 'der', 'Kleriker', 'bewertete', 'die', 'Petition', 'der', 'neuen', 'Bruderschaft', ',', 'die', 'behauptete', ',', 'göttliche', 'Heilkräfte', 'zu', 'besitzen', ',', 'und', 'der', 'Vorsitzende', 'fragte', 'missbilligend', 'in', 'die', 'Runde', ',', 'was', 'würde', 'das', 'für', 'ein', 'Grund', 'sein', ',', 'wenn', 'wir', 'keine', 'Wunder', 'für', 'diese', 'Kinder', 'vollbringen', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]"
"Was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!",['Wunder für diese Kinder vollbringen'],['Wunder für diese Kinder vollbringen'],True,4,"Im Bio-Tech-Labor, in dem die revolutionäre Nanotechnologie zur Zellregeneration kurz vor dem Durchbruch stand, drängte die leitende Forscherin auf die sofortige Anwendung und fragte rhetorisch, was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!","['Im', 'Bio', '-', 'Tech', '-', 'Labor', ',', 'in', 'dem', 'die', 'revolutionäre', 'Nanotechnologie', 'zur', 'Zellregeneration', 'kurz', 'vor', 'dem', 'Durchbruch', 'stand', ',', 'drängte', 'die', 'leitende', 'Forscherin', 'auf', 'die', 'sofortige', 'Anwendung', 'und', 'fragte', 'rhetorisch', ',', 'was', 'würde', 'das', 'für', 'ein', 'Grund', 'sein', ',', 'wenn', 'wir', 'keine', 'Wunder', 'für', 'diese', 'Kinder', 'vollbringen', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]"
"Was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!",['Wunder für diese Kinder vollbringen'],['Wunder für diese Kinder vollbringen'],True,5,"Beim Brainstorming für das Drehbuch über göttliche Wächter, die als Beschützer der Menschheit agieren, kritisierte der Hauptautor einen zu passiven Handlungsstrang und meinte, was würde das für ein Grund sein, wenn wir keine Wunder für diese Kinder vollbringen!","['Beim', 'Brainstorming', 'für', 'das', 'Drehbuch', 'über', 'göttliche', 'Wächter', ',', 'die', 'als', 'Beschützer', 'der', 'Menschheit', 'agieren', ',', 'kritisierte', 'der', 'Hauptautor', 'einen', 'zu', 'passiven', 'Handlungsstrang', 'und', 'meinte', ',', 'was', 'würde', 'das', 'für', 'ein', 'Grund', 'sein', ',', 'wenn', 'wir', 'keine', 'Wunder', 'für', 'diese', 'Kinder', 'vollbringen', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]"
Cäsar hat den Rubikon überschritten.,['den Ruikon überschreiten'],[],False,1,"In der hitzigen Strategiespielsitzung, in der sein Freund überlegte, ob er seine Legionen für einen alles entscheidenden Angriff bewegen sollte, der unweigerlich zum Krieg führen würde, schob er schließlich die Figuren über die rote Flusslinie auf dem Spielbrett, Cäsar hat den Rubikon überschritten.","['In', 'der', 'hitzigen', 'Strategiespielsitzung', ',', 'in', 'der', 'sein', 'Freund', 'überlegte', ',', 'ob', 'er', 'seine', 'Legionen', 'für', 'einen', 'alles', 'entscheidenden', 'Angriff', 'bewegen', 'sollte', ',', 'der', 'unweigerlich', 'zum', 'Krieg', 'führen', 'würde', ',', 'schob', 'er', 'schließlich', 'die', 'Figuren', 'über', 'die', 'rote', 'Flusslinie', 'auf', 'dem', 'Spielbrett', ',', 'Cäsar', 'hat', 'den', 'Rubikon', 'überschritten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
