sentence,PIE,is_figurative,variant_number,variant_sentence,tokens,tags,tag_ids,true_idioms
"Come on, spill the beans now, I wanna know!",['spill the beans'],True,1,"The new intern was about to drop the entire bag of rare coffee beans she was carrying while also looking like she had some explosive industry gossip, so her manager urged her with a mix of panic and curiosity, come on, spill the beans now, I wanna know!","['The', 'new', 'intern', 'was', 'about', 'to', 'drop', 'the', 'entire', 'bag', 'of', 'rare', 'coffee', 'beans', 'she', 'was', 'carrying', 'while', 'also', 'looking', 'like', 'she', 'had', 'some', 'explosive', 'industry', 'gossip', ',', 'so', 'her', 'manager', 'urged', 'her', 'with', 'a', 'mix', 'of', 'panic', 'and', 'curiosity', ',', 'come', 'on', ',', 'spill', 'the', 'beans', 'now', ',', 'I', 'wanna', 'know', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]",['spill the beans']
"Come on, spill the beans now, I wanna know!",['spill the beans'],True,2,"During the final round of the game show, the contestant had to pour out a jar of jelly beans as a timer while also revealing the answer to the secret puzzle, but his hesitation was infuriating the host, come on, spill the beans now, I wanna know!","['During', 'the', 'final', 'round', 'of', 'the', 'game', 'show', ',', 'the', 'contestant', 'had', 'to', 'pour', 'out', 'a', 'jar', 'of', 'jelly', 'beans', 'as', 'a', 'timer', 'while', 'also', 'revealing', 'the', 'answer', 'to', 'the', 'secret', 'puzzle', ',', 'but', 'his', 'hesitation', 'was', 'infuriating', 'the', 'host', ',', 'come', 'on', ',', 'spill', 'the', 'beans', 'now', ',', 'I', 'wanna', 'know', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]",['spill the beans']
"Come on, spill the beans now, I wanna know!",['spill the beans'],True,3,"My clumsy brother was fumbling with a can of chili beans directly over the new white carpet and simultaneously refusing to tell me who he invited to my surprise party, so I finally snapped, come on, spill the beans now, I wanna know!","['My', 'clumsy', 'brother', 'was', 'fumbling', 'with', 'a', 'can', 'of', 'chili', 'beans', 'directly', 'over', 'the', 'new', 'white', 'carpet', 'and', 'simultaneously', 'refusing', 'to', 'tell', 'me', 'who', 'he', 'invited', 'to', 'my', 'surprise', 'party', ',', 'so', 'I', 'finally', 'snapped', ',', 'come', 'on', ',', 'spill', 'the', 'beans', 'now', ',', 'I', 'wanna', 'know', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]",['spill the beans']
"Come on, spill the beans now, I wanna know!",['spill the beans'],True,4,"In the chaotic final seconds of the chili cook-off, the lead chef was holding the kidney beans over the pot but hadn't added them yet, and he also hadn't revealed his secret ingredient as promised to the judges, so one yelled, come on, spill the beans now, I wanna know!","['In', 'the', 'chaotic', 'final', 'seconds', 'of', 'the', 'chili', 'cook', '-', 'off', ',', 'the', 'lead', 'chef', 'was', 'holding', 'the', 'kidney', 'beans', 'over', 'the', 'pot', 'but', 'hadn', ""'"", 't', 'added', 'them', 'yet', ',', 'and', 'he', 'also', 'hadn', ""'"", 't', 'revealed', 'his', 'secret', 'ingredient', 'as', 'promised', 'to', 'the', 'judges', ',', 'so', 'one', 'yelled', ',', 'come', 'on', ',', 'spill', 'the', 'beans', 'now', ',', 'I', 'wanna', 'know', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]",['spill the beans']
"Come on, spill the beans now, I wanna know!",['spill the beans'],True,5,"The amateur magician's trick involved making a secret object appear from a container of beans, but he was taking forever and also seemed to be hiding the real reason the show started late, prompting an impatient audience member to shout, come on, spill the beans now, I wanna know!","['The', 'amateur', 'magician', ""'"", 's', 'trick', 'involved', 'making', 'a', 'secret', 'object', 'appear', 'from', 'a', 'container', 'of', 'beans', ',', 'but', 'he', 'was', 'taking', 'forever', 'and', 'also', 'seemed', 'to', 'be', 'hiding', 'the', 'real', 'reason', 'the', 'show', 'started', 'late', ',', 'prompting', 'an', 'impatient', 'audience', 'member', 'to', 'shout', ',', 'come', 'on', ',', 'spill', 'the', 'beans', 'now', ',', 'I', 'wanna', 'know', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]",['spill the beans']
"After passing the exam, I was on cloud nine.",['on cloud nine'],True,1,"In the advanced virtual reality certification program where each level was a simulated atmospheric layer, the exclusive, top-tier developer sandbox was a server nicknamed Cloud Nine, so after passing the exam, I was on cloud nine.","['In', 'the', 'advanced', 'virtual', 'reality', 'certification', 'program', 'where', 'each', 'level', 'was', 'a', 'simulated', 'atmospheric', 'layer', ',', 'the', 'exclusive', ',', 'top', '-', 'tier', 'developer', 'sandbox', 'was', 'a', 'server', 'nicknamed', 'Cloud', 'Nine', ',', 'so', 'after', 'passing', 'the', 'exam', ',', 'I', 'was', 'on', 'cloud', 'nine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",['on cloud nine']
"After passing the exam, I was on cloud nine.",['on cloud nine'],True,2,"As a test subject for a new experimental mood-enhancing drug codenamed 'C9', the final stage of the trial involved a cognitive assessment to measure side effects, so after passing the exam, I was on cloud nine.","['As', 'a', 'test', 'subject', 'for', 'a', 'new', 'experimental', 'mood', '-', 'enhancing', 'drug', 'codenamed', ""'"", 'C9', ""'"", ',', 'the', 'final', 'stage', 'of', 'the', 'trial', 'involved', 'a', 'cognitive', 'assessment', 'to', 'measure', 'side', 'effects', ',', 'so', 'after', 'passing', 'the', 'exam', ',', 'I', 'was', 'on', 'cloud', 'nine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",['on cloud nine']
"After passing the exam, I was on cloud nine.",['on cloud nine'],True,3,"The meteorology institute's headquarters was a high-tech building where each floor was named after a different type of atmospheric phenomenon, and the restricted-access research library was located on the top floor, simply called Cloud Nine, so after passing the exam, I was on cloud nine.","['The', 'meteorology', 'institute', ""'"", 's', 'headquarters', 'was', 'a', 'high', '-', 'tech', 'building', 'where', 'each', 'floor', 'was', 'named', 'after', 'a', 'different', 'type', 'of', 'atmospheric', 'phenomenon', ',', 'and', 'the', 'restricted', '-', 'access', 'research', 'library', 'was', 'located', 'on', 'the', 'top', 'floor', ',', 'simply', 'called', 'Cloud', 'Nine', ',', 'so', 'after', 'passing', 'the', 'exam', ',', 'I', 'was', 'on', 'cloud', 'nine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",['on cloud nine']
"After passing the exam, I was on cloud nine.",['on cloud nine'],True,4,"For my final flight simulation test, the most difficult objective was to navigate a complex, storm-like data anomaly designated 'Cloud Nine' in the system, so after passing the exam, I was on cloud nine.","['For', 'my', 'final', 'flight', 'simulation', 'test', ',', 'the', 'most', 'difficult', 'objective', 'was', 'to', 'navigate', 'a', 'complex', ',', 'storm', '-', 'like', 'data', 'anomaly', 'designated', ""'"", 'Cloud', 'Nine', ""'"", 'in', 'the', 'system', ',', 'so', 'after', 'passing', 'the', 'exam', ',', 'I', 'was', 'on', 'cloud', 'nine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",['on cloud nine']
"After passing the exam, I was on cloud nine.",['on cloud nine'],True,5,"My final project in the digital arts program involved designing a level for a video game, and the ethereal, sky-based world I built for my assessment was the ninth in the series, titled 'Cloud Nine', so after passing the exam, I was on cloud nine.","['My', 'final', 'project', 'in', 'the', 'digital', 'arts', 'program', 'involved', 'designing', 'a', 'level', 'for', 'a', 'video', 'game', ',', 'and', 'the', 'ethereal', ',', 'sky', '-', 'based', 'world', 'I', 'built', 'for', 'my', 'assessment', 'was', 'the', 'ninth', 'in', 'the', 'series', ',', 'titled', ""'"", 'Cloud', 'Nine', ""'"", ',', 'so', 'after', 'passing', 'the', 'exam', ',', 'I', 'was', 'on', 'cloud', 'nine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",['on cloud nine']
"After meeting him, she was walking on air.",['walking on air'],True,1,"At the new circus, she was practicing her routine on a transparent high wire suspended over the main floor, which created an incredible illusion for the audience below; after meeting him, she was walking on air.","['At', 'the', 'new', 'circus', ',', 'she', 'was', 'practicing', 'her', 'routine', 'on', 'a', 'transparent', 'high', 'wire', 'suspended', 'over', 'the', 'main', 'floor', ',', 'which', 'created', 'an', 'incredible', 'illusion', 'for', 'the', 'audience', 'below', ';', 'after', 'meeting', 'him', ',', 'she', 'was', 'walking', 'on', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",['walking on air']
"After meeting him, she was walking on air.",['walking on air'],True,2,"The zero-gravity simulation was disorienting but exhilarating, and the lead engineer overseeing her flight training was both brilliant and handsome; after meeting him, she was walking on air.","['The', 'zero', '-', 'gravity', 'simulation', 'was', 'disorienting', 'but', 'exhilarating', ',', 'and', 'the', 'lead', 'engineer', 'overseeing', 'her', 'flight', 'training', 'was', 'both', 'brilliant', 'and', 'handsome', ';', 'after', 'meeting', 'him', ',', 'she', 'was', 'walking', 'on', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",['walking on air']
"After meeting him, she was walking on air.",['walking on air'],True,3,"The theme park's newest attraction was an immersive suspension bridge with a floor of billowing white fabric called 'Walking on Air', and she had just been introduced to its charismatic designer; after meeting him, she was walking on air.","['The', 'theme', 'park', ""'"", 's', 'newest', 'attraction', 'was', 'an', 'immersive', 'suspension', 'bridge', 'with', 'a', 'floor', 'of', 'billowing', 'white', 'fabric', 'called', ""'"", 'Walking', 'on', 'Air', ""'"", ',', 'and', 'she', 'had', 'just', 'been', 'introduced', 'to', 'its', 'charismatic', 'designer', ';', 'after', 'meeting', 'him', ',', 'she', 'was', 'walking', 'on', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['walking on air']
"After meeting him, she was walking on air.",['walking on air'],True,4,"During the tech demo for the new augmented reality glasses that projected a solid-looking pathway over any open space, she was completely captivated by the project lead; after meeting him, she was walking on air.","['During', 'the', 'tech', 'demo', 'for', 'the', 'new', 'augmented', 'reality', 'glasses', 'that', 'projected', 'a', 'solid', '-', 'looking', 'pathway', 'over', 'any', 'open', 'space', ',', 'she', 'was', 'completely', 'captivated', 'by', 'the', 'project', 'lead', ';', 'after', 'meeting', 'him', ',', 'she', 'was', 'walking', 'on', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",['walking on air']
"After meeting him, she was walking on air.",['walking on air'],True,5,"The avant-garde art installation consisted of a powerful series of upward-facing industrial fans that could suspend a person a few inches off the gallery floor, and she found the artist just as breathtaking as his work; after meeting him, she was walking on air.","['The', 'avant', '-', 'garde', 'art', 'installation', 'consisted', 'of', 'a', 'powerful', 'series', 'of', 'upward', '-', 'facing', 'industrial', 'fans', 'that', 'could', 'suspend', 'a', 'person', 'a', 'few', 'inches', 'off', 'the', 'gallery', 'floor', ',', 'and', 'she', 'found', 'the', 'artist', 'just', 'as', 'breathtaking', 'as', 'his', 'work', ';', 'after', 'meeting', 'him', ',', 'she', 'was', 'walking', 'on', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",['walking on air']
They asked me if we can go dutch.,['go dutch'],True,1,"While looking over the European travel itinerary that already included stops in France and Belgium, we started discussing where to go next, and they asked me if we can go dutch.","['While', 'looking', 'over', 'the', 'European', 'travel', 'itinerary', 'that', 'already', 'included', 'stops', 'in', 'France', 'and', 'Belgium', ',', 'we', 'started', 'discussing', 'where', 'to', 'go', 'next', ',', 'and', 'they', 'asked', 'me', 'if', 'we', 'can', 'go', 'dutch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",['go dutch']
They asked me if we can go dutch.,['go dutch'],True,2,"At the international food festival, we had just finished a large shared platter of Spanish tapas and were wondering which cultural booth to visit next when they asked me if we can go dutch.","['At', 'the', 'international', 'food', 'festival', ',', 'we', 'had', 'just', 'finished', 'a', 'large', 'shared', 'platter', 'of', 'Spanish', 'tapas', 'and', 'were', 'wondering', 'which', 'cultural', 'booth', 'to', 'visit', 'next', 'when', 'they', 'asked', 'me', 'if', 'we', 'can', 'go', 'dutch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",['go dutch']
They asked me if we can go dutch.,['go dutch'],True,3,"During our art history class discussion at the museum, we had to choose between analyzing the Italian Renaissance wing or the gallery featuring Rembrandt and Vermeer, so they asked me if we can go dutch.","['During', 'our', 'art', 'history', 'class', 'discussion', 'at', 'the', 'museum', ',', 'we', 'had', 'to', 'choose', 'between', 'analyzing', 'the', 'Italian', 'Renaissance', 'wing', 'or', 'the', 'gallery', 'featuring', 'Rembrandt', 'and', 'Vermeer', ',', 'so', 'they', 'asked', 'me', 'if', 'we', 'can', 'go', 'dutch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",['go dutch']
They asked me if we can go dutch.,['go dutch'],True,4,"Our entire conversation at the expensive restaurant revolved around our upcoming business trip to Amsterdam and how we would manage our per diem, then they asked me if we can go dutch.","['Our', 'entire', 'conversation', 'at', 'the', 'expensive', 'restaurant', 'revolved', 'around', 'our', 'upcoming', 'business', 'trip', 'to', 'Amsterdam', 'and', 'how', 'we', 'would', 'manage', 'our', 'per', 'diem', ',', 'then', 'they', 'asked', 'me', 'if', 'we', 'can', 'go', 'dutch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",['go dutch']
They asked me if we can go dutch.,['go dutch'],True,5,"As language exchange partners planning our next meeting, we considered practicing my French or their German for an hour, but seeing the new Netherlands cultural center had opened, they asked me if we can go dutch.","['As', 'language', 'exchange', 'partners', 'planning', 'our', 'next', 'meeting', ',', 'we', 'considered', 'practicing', 'my', 'French', 'or', 'their', 'German', 'for', 'an', 'hour', ',', 'but', 'seeing', 'the', 'new', 'Netherlands', 'cultural', 'center', 'had', 'opened', ',', 'they', 'asked', 'me', 'if', 'we', 'can', 'go', 'dutch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",['go dutch']
I really got a kick out of that clown's juggling act.,['got a kick out of'],True,1,"During the chaotic audience participation segment where the performer was trying to juggle bowling pins while riding a unicycle, I really got a kick out of that clown's juggling act.","['During', 'the', 'chaotic', 'audience', 'participation', 'segment', 'where', 'the', 'performer', 'was', 'trying', 'to', 'juggle', 'bowling', 'pins', 'while', 'riding', 'a', 'unicycle', ',', 'I', 'really', 'got', 'a', 'kick', 'out', 'of', 'that', 'clown', ""'"", 's', 'juggling', 'act', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",['got a kick out of']
