sentence,PIE,true_idioms,is_figurative,variant_number,Valid,variant_sentence,tokens,tags,tag_ids
Abdominals are used to keep balance on the ball and lift your arms.,['on the ball'],[],FALSE,1,V,"During the corporate leadership seminar, the facilitator explained that managing multiple urgent tasks requires full engagement and focus, as abdominals are used to keep balance on the ball and lift your arms.","['During', 'the', 'corporate', 'leadership', 'seminar', ',', 'the', 'facilitator', 'explained', 'that', 'managing', 'multiple', 'urgent', 'tasks', 'requires', 'full', 'engagement', 'and', 'focus', ',', 'as', 'abdominals', 'are', 'used', 'to', 'keep', 'balance', 'on', 'the', 'ball', 'and', 'lift', 'your', 'arms', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Abdominals are used to keep balance on the ball and lift your arms.,['on the ball'],[],FALSE,2,V,"The coach's pre-game pep talk stressed the importance of staying sharp and reacting quickly to every play, reminding the team that mental readiness is directly linked to physical conditioning, because abdominals are used to keep balance on the ball and lift your arms.","['The', 'coach', ""'"", 's', 'pre', '-', 'game', 'pep', 'talk', 'stressed', 'the', 'importance', 'of', 'staying', 'sharp', 'and', 'reacting', 'quickly', 'to', 'every', 'play', ',', 'reminding', 'the', 'team', 'that', 'mental', 'readiness', 'is', 'directly', 'linked', 'to', 'physical', 'conditioning', ',', 'because', 'abdominals', 'are', 'used', 'to', 'keep', 'balance', 'on', 'the', 'ball', 'and', 'lift', 'your', 'arms', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Abdominals are used to keep balance on the ball and lift your arms.,['on the ball'],[],FALSE,3,V,"The cognitive enhancement workshop focused on techniques for maintaining peak mental performance, and the neuroscientist explained that the core of this ability is not just in your head, because abdominals are used to keep balance on the ball and lift your arms.","['The', 'cognitive', 'enhancement', 'workshop', 'focused', 'on', 'techniques', 'for', 'maintaining', 'peak', 'mental', 'performance', ',', 'and', 'the', 'neuroscientist', 'explained', 'that', 'the', 'core', 'of', 'this', 'ability', 'is', 'not', 'just', 'in', 'your', 'head', ',', 'because', 'abdominals', 'are', 'used', 'to', 'keep', 'balance', 'on', 'the', 'ball', 'and', 'lift', 'your', 'arms', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I think I can get over 100 dollars.,['get over'],[],FALSE,1,V,"Selling my ex's old record collection is emotionally difficult since he always claimed it was worth exactly one hundred dollars, but after seeing the online auction bids, I think I can get over 100 dollars.","['Selling', 'my', 'ex', ""'"", 's', 'old', 'record', 'collection', 'is', 'emotionally', 'difficult', 'since', 'he', 'always', 'claimed', 'it', 'was', 'worth', 'exactly', 'one', 'hundred', 'dollars', ',', 'but', 'after', 'seeing', 'the', 'online', 'auction', 'bids', ',', 'I', 'think', 'I', 'can', 'get', 'over', '100', 'dollars', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I think I can get over 100 dollars.,['get over'],[],FALSE,2,V,"My friend saw how devastated I was after losing the wager and asked if I'd ever recover from the loss, but after looking at the odds for the next race, I think I can get over 100 dollars.","['My', 'friend', 'saw', 'how', 'devastated', 'I', 'was', 'after', 'losing', 'the', 'wager', 'and', 'asked', 'if', 'I', ""'"", 'd', 'ever', 'recover', 'from', 'the', 'loss', ',', 'but', 'after', 'looking', 'at', 'the', 'odds', 'for', 'the', 'next', 'race', ',', 'I', 'think', 'I', 'can', 'get', 'over', '100', 'dollars', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I think I can get over 100 dollars.,['get over'],[],FALSE,3,V,"The final obstacle is a tall fence with the prize money literally pinned to the other side, so despite my exhaustion, I think I can get over 100 dollars.","['The', 'final', 'obstacle', 'is', 'a', 'tall', 'fence', 'with', 'the', 'prize', 'money', 'literally', 'pinned', 'to', 'the', 'other', 'side', ',', 'so', 'despite', 'my', 'exhaustion', ',', 'I', 'think', 'I', 'can', 'get', 'over', '100', 'dollars', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I'd have a piece of cake.,['piece of cake'],[],FALSE,1,V,"My coach presented two final routines for the competition: a high-difficulty tumbling pass or a basic floor exercise, and when he asked which one I felt ready to commit to while we passed the team's snack table, I told him, I'd have a piece of cake.","['My', 'coach', 'presented', 'two', 'final', 'routines', 'for', 'the', 'competition', ':', 'a', 'high', '-', 'difficulty', 'tumbling', 'pass', 'or', 'a', 'basic', 'floor', 'exercise', ',', 'and', 'when', 'he', 'asked', 'which', 'one', 'I', 'felt', 'ready', 'to', 'commit', 'to', 'while', 'we', 'passed', 'the', 'team', ""'"", 's', 'snack', 'table', ',', 'I', 'told', 'him', ',', 'I', ""'"", 'd', 'have', 'a', 'piece', 'of', 'cake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I'd have a piece of cake.,['piece of cake'],[],FALSE,2,V,"During the game night, my options were either a complex strategy board game that takes hours or a simple round of trivia, and as my host asked which one I was up for while she brought out dessert, I decided, I'd have a piece of cake.","['During', 'the', 'game', 'night', ',', 'my', 'options', 'were', 'either', 'a', 'complex', 'strategy', 'board', 'game', 'that', 'takes', 'hours', 'or', 'a', 'simple', 'round', 'of', 'trivia', ',', 'and', 'as', 'my', 'host', 'asked', 'which', 'one', 'I', 'was', 'up', 'for', 'while', 'she', 'brought', 'out', 'dessert', ',', 'I', 'decided', ',', 'I', ""'"", 'd', 'have', 'a', 'piece', 'of', 'cake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I'd have a piece of cake.,['piece of cake'],[],FALSE,3,V,"The instructor gave us the final assignment choice between writing a twenty-page research paper or completing a simple open-book quiz, and when my classmate asked which option I preferred as we headed toward the cafeteria, I replied, I'd have a piece of cake.","['The', 'instructor', 'gave', 'us', 'the', 'final', 'assignment', 'choice', 'between', 'writing', 'a', 'twenty', '-', 'page', 'research', 'paper', 'or', 'completing', 'a', 'simple', 'open', '-', 'book', 'quiz', ',', 'and', 'when', 'my', 'classmate', 'asked', 'which', 'option', 'I', 'preferred', 'as', 'we', 'headed', 'toward', 'the', 'cafeteria', ',', 'I', 'replied', ',', 'I', ""'"", 'd', 'have', 'a', 'piece', 'of', 'cake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Her aunt is a great cook, do you want a piece of cake?",['piece of cake'],[],FALSE,1,V,"After listening to him worry for twenty minutes about the final exam, she tried to reassure him about how prepared he was for what should be a simple test; her aunt is a great cook, do you want a piece of cake?","['After', 'listening', 'to', 'him', 'worry', 'for', 'twenty', 'minutes', 'about', 'the', 'final', 'exam', ',', 'she', 'tried', 'to', 'reassure', 'him', 'about', 'how', 'prepared', 'he', 'was', 'for', 'what', 'should', 'be', 'a', 'simple', 'test', ';', 'her', 'aunt', 'is', 'a', 'great', 'cook', ',', 'do', 'you', 'want', 'a', 'piece', 'of', 'cake', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Her aunt is a great cook, do you want a piece of cake?",['piece of cake'],[],FALSE,2,V,"The junior programmers were overwhelmed by the client's request, but their manager explained the fix was a simple code modification that required minimal effort, her aunt is a great cook, do you want a piece of cake?","['The', 'junior', 'programmers', 'were', 'overwhelmed', 'by', 'the', 'client', ""'"", 's', 'request', ',', 'but', 'their', 'manager', 'explained', 'the', 'fix', 'was', 'a', 'simple', 'code', 'modification', 'that', 'required', 'minimal', 'effort', ',', 'her', 'aunt', 'is', 'a', 'great', 'cook', ',', 'do', 'you', 'want', 'a', 'piece', 'of', 'cake', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Her aunt is a great cook, do you want a piece of cake?",['piece of cake'],[],FALSE,3,V,"He was nervous about assembling the complex new furniture, but the instruction manual showed a surprisingly simple three-step process that made the whole task seem effortless, her aunt is a great cook, do you want a piece of cake?","['He', 'was', 'nervous', 'about', 'assembling', 'the', 'complex', 'new', 'furniture', ',', 'but', 'the', 'instruction', 'manual', 'showed', 'a', 'surprisingly', 'simple', 'three', '-', 'step', 'process', 'that', 'made', 'the', 'whole', 'task', 'seem', 'effortless', ',', 'her', 'aunt', 'is', 'a', 'great', 'cook', ',', 'do', 'you', 'want', 'a', 'piece', 'of', 'cake', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bathing in hot water can be dangerous.,['in hot water'],[],FALSE,1,V,"The corporate lawyer warned the executive, who was already facing a federal investigation for fraud, that during the upcoming wellness retreat, bathing in hot water can be dangerous.","['The', 'corporate', 'lawyer', 'warned', 'the', 'executive', ',', 'who', 'was', 'already', 'facing', 'a', 'federal', 'investigation', 'for', 'fraud', ',', 'that', 'during', 'the', 'upcoming', 'wellness', 'retreat', ',', 'bathing', 'in', 'hot', 'water', 'can', 'be', 'dangerous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bathing in hot water can be dangerous.,['in hot water'],[],FALSE,2,V,"The zookeeper explained the new protocols for handling the aggressive, venomous water snakes in their heated enclosure while also mentioning the recent disciplinary hearings for a reckless colleague, reminding everyone that bathing in hot water can be dangerous.","['The', 'zookeeper', 'explained', 'the', 'new', 'protocols', 'for', 'handling', 'the', 'aggressive', ',', 'venomous', 'water', 'snakes', 'in', 'their', 'heated', 'enclosure', 'while', 'also', 'mentioning', 'the', 'recent', 'disciplinary', 'hearings', 'for', 'a', 'reckless', 'colleague', ',', 'reminding', 'everyone', 'that', 'bathing', 'in', 'hot', 'water', 'can', 'be', 'dangerous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bathing in hot water can be dangerous.,['in hot water'],[],FALSE,3,V,"After receiving a formal reprimand that put his promotion in jeopardy, he tried to relax at the spa, but his doctor's recent advice about his high blood pressure made him realize that bathing in hot water can be dangerous.","['After', 'receiving', 'a', 'formal', 'reprimand', 'that', 'put', 'his', 'promotion', 'in', 'jeopardy', ',', 'he', 'tried', 'to', 'relax', 'at', 'the', 'spa', ',', 'but', 'his', 'doctor', ""'"", 's', 'recent', 'advice', 'about', 'his', 'high', 'blood', 'pressure', 'made', 'him', 'realize', 'that', 'bathing', 'in', 'hot', 'water', 'can', 'be', 'dangerous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are the effects of bathing in hot water?,['in hot water'],[],FALSE,1,V,"The therapist listened as her client described both his recent confession to embezzlement and his new coping mechanism of taking scalding baths to manage the stress, prompting her to gently ask, what are the effects of bathing in hot water?","['The', 'therapist', 'listened', 'as', 'her', 'client', 'described', 'both', 'his', 'recent', 'confession', 'to', 'embezzlement', 'and', 'his', 'new', 'coping', 'mechanism', 'of', 'taking', 'scalding', 'baths', 'to', 'manage', 'the', 'stress', ',', 'prompting', 'her', 'to', 'gently', 'ask', ',', 'what', 'are', 'the', 'effects', 'of', 'bathing', 'in', 'hot', 'water', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are the effects of bathing in hot water?,['in hot water'],[],FALSE,2,V,"Reviewing the disastrous environmental impact report from their geothermal energy project, which had contaminated local springs and triggered multiple lawsuits, the CEO grimly asked the legal team, what are the effects of bathing in hot water?","['Reviewing', 'the', 'disastrous', 'environmental', 'impact', 'report', 'from', 'their', 'geothermal', 'energy', 'project', ',', 'which', 'had', 'contaminated', 'local', 'springs', 'and', 'triggered', 'multiple', 'lawsuits', ',', 'the', 'CEO', 'grimly', 'asked', 'the', 'legal', 'team', ',', 'what', 'are', 'the', 'effects', 'of', 'bathing', 'in', 'hot', 'water', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are the effects of bathing in hot water?,['in hot water'],[],FALSE,3,V,"The university's ethics committee grilled the lead researcher whose controversial thermoregulation study had led to a federal investigation, demanding that he explain the full scope of the fallout, what are the effects of bathing in hot water?","['The', 'university', ""'"", 's', 'ethics', 'committee', 'grilled', 'the', 'lead', 'researcher', 'whose', 'controversial', 'thermoregulation', 'study', 'had', 'led', 'to', 'a', 'federal', 'investigation', ',', 'demanding', 'that', 'he', 'explain', 'the', 'full', 'scope', 'of', 'the', 'fallout', ',', 'what', 'are', 'the', 'effects', 'of', 'bathing', 'in', 'hot', 'water', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"I must have switched cups, this is not my cup of tea.",['not my cup of tea'],[],FALSE,1,V,"As my friend launched into a detailed, hour-long monologue about the intricacies of tax law during our afternoon break, I took a tentative sip from the mug in front of me, I must have switched cups, this is not my cup of tea.","['As', 'my', 'friend', 'launched', 'into', 'a', 'detailed', ',', 'hour', '-', 'long', 'monologue', 'about', 'the', 'intricacies', 'of', 'tax', 'law', 'during', 'our', 'afternoon', 'break', ',', 'I', 'took', 'a', 'tentative', 'sip', 'from', 'the', 'mug', 'in', 'front', 'of', 'me', ',', 'I', 'must', 'have', 'switched', 'cups', ',', 'this', 'is', 'not', 'my', 'cup', 'of', 'tea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"I must have switched cups, this is not my cup of tea.",['not my cup of tea'],[],FALSE,2,V,"The avant-garde theater performance consisted of three hours of interpretive dance in complete silence, and looking for any distraction, I fumbled for my beverage in the dark, I must have switched cups, this is not my cup of tea.","['The', 'avant', '-', 'garde', 'theater', 'performance', 'consisted', 'of', 'three', 'hours', 'of', 'interpretive', 'dance', 'in', 'complete', 'silence', ',', 'and', 'looking', 'for', 'any', 'distraction', ',', 'I', 'fumbled', 'for', 'my', 'beverage', 'in', 'the', 'dark', ',', 'I', 'must', 'have', 'switched', 'cups', ',', 'this', 'is', 'not', 'my', 'cup', 'of', 'tea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"I must have switched cups, this is not my cup of tea.",['not my cup of tea'],[],FALSE,3,V,"During the disastrous blind date where my companion only talked about his ex-girlfriend, I sought refuge in the drink I'd ordered, I must have switched cups, this is not my cup of tea.","['During', 'the', 'disastrous', 'blind', 'date', 'where', 'my', 'companion', 'only', 'talked', 'about', 'his', 'ex', '-', 'girlfriend', ',', 'I', 'sought', 'refuge', 'in', 'the', 'drink', 'I', ""'"", 'd', 'ordered', ',', 'I', 'must', 'have', 'switched', 'cups', ',', 'this', 'is', 'not', 'my', 'cup', 'of', 'tea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This is not my cup of tea, it's yours, in fact I hate black tea.",['not my cup of tea'],[],FALSE,1,V,"After an hour of listening to the incredibly niche lecture on soil composition, I saw your confused look when you handed me a drink and I immediately pushed it back, explaining my general disinterest; this is not my cup of tea, it's yours, in fact I hate black tea.","['After', 'an', 'hour', 'of', 'listening', 'to', 'the', 'incredibly', 'niche', 'lecture', 'on', 'soil', 'composition', ',', 'I', 'saw', 'your', 'confused', 'look', 'when', 'you', 'handed', 'me', 'a', 'drink', 'and', 'I', 'immediately', 'pushed', 'it', 'back', ',', 'explaining', 'my', 'general', 'disinterest', ';', 'this', 'is', 'not', 'my', 'cup', 'of', 'tea', ',', 'it', ""'"", 's', 'yours', ',', 'in', 'fact', 'I', 'hate', 'black', 'tea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
