variant_sentence,sentence,true_idioms,num_models_confused,total_models,confusion_rate,confused_models,id10m_num_models_confused,id10m_total_models,id10m_confusion_rate,id10m_confused_models,real_confused_models,num_real_confusions
"Der Tischler prüfte den schmalen Spalt, in dem die schwere Eichentür klemmte, und erklärte dem ungeduldigen Kunden das Problem mit dem Scharnier, bevor er das Thema wechselte, wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?","Wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?",['zwischen Tür und Angel'],0,9,0.0%,,0,9,0.0%,,,0
"Gedrängt in den engen Raum hinter der offenen Bürotür, um dem vorbeirennenden Chef auszuweichen, zischte der eine Kollege dem anderen hastig zu, wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?","Wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?",['zwischen Tür und Angel'],0,9,0.0%,,0,9,0.0%,,,0
"Während der Architekt die fehlerhafte Montage der Brandschutztür inspizierte und genau auf die kritische Dichtung am Scharnier deutete, winkte der Projektleiter bei der heiklen Budgetfrage ab, wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?","Wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?",['zwischen Tür und Angel'],0,9,0.0%,,0,9,0.0%,,,0
"In seinem Atelier, umgeben von Gipsabdrücken verschiedener Körperteile, wie dem Ohr, für seine neue Ausstellungsserie „Fragmentierte Wahrnehmung“ erzählte seine Schwester ihm über ihre Probleme. Er schenkte ihr ein offenes Ohr.",Er schenkte ihr ein offenes Ohr.,['offenes Ohr'],0,9,0.0%,,0,9,0.0%,,,0
Der Prothetiker hatte wochenlang an dem lebensechten Ersatz für ihr im Unfall verlorenes Sinnesorgan gearbeitet und als es endlich fertig war erzählte sie ihm nochmal vom Ablauf des Unfalls. Er schenkte ihr ein offenes Ohr.,Er schenkte ihr ein offenes Ohr.,['offenes Ohr'],0,9,0.0%,,0,9,0.0%,,,0
"Bei der Vorstellung seiner surrealistischen Schmuckkollektion, die einzigartige Stücke wie silberne Lippen und goldene Nasen umfasste, erzählte seine Mutter, wie stolz sie auf ihn sei. Er schenkte ihr ein offenes Ohr.",Er schenkte ihr ein offenes Ohr.,['offenes Ohr'],0,9,0.0%,,0,9,0.0%,,,0
"Auf dem Dorffest, wo wir die schlechten Kartoffeln für die Viehfütterung aussortierten, sie in einen großen Jutesack warfen und kräftig auf den Sack schlugen, um den Dreck zu lösen, kam das Gespräch auf die Kommunalwahlen und die allgemeine Stimmung war klar, denn die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.",Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.,['in einen Sack stecken und draufhauen'],0,9,0.0%,,0,9,0.0%,,,0
"Im Qualitätssicherungslabor der Spielzeugfabrik, wo die neue Serie unbeliebter Politiker-Actionfiguren einem Härtetest unterzogen wurde, bei dem man sie bündelweise in Beutel warf und mechanisch darauf einschlug, wurde das inoffizielle Motto des Tages schnell klar: „Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.“",Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.,['in einen Sack stecken und draufhauen'],0,9,0.0%,,0,9,0.0%,,,0
"Bei der Probe für das Mittelalter-Theaterstück, in dem korrupte Landvögte symbolisch in einen großen Leinensack gezwungen und mit Stöcken traktiert werden, wurde die zeitlose Relevanz der Szene für alle im Raum spürbar, denn die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.",Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.,['in einen Sack stecken und draufhauen'],0,9,0.0%,,0,9,0.0%,,,0
"Beim jährlichen Flaggenhiss-Wettbewerb der Bundesstaaten, einer traditionellen Zeremonie zur Demonstration nationaler Einheit und Stärke, endete der letzte Durchgang in einer Katastrophe, denn alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.",Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.,['Ende der Fahnenstange'],0,9,0.0%,,0,9,0.0%,,,0
Der Bericht des Infrastrukturausschusses beschrieb sowohl die abgeschlossene landesweite Installation neuer Flaggenmasten vor Regierungsgebäuden als auch die völlige Erschöpfung der dafür vorgesehenen Budgets. Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.,Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.,['Ende der Fahnenstange'],0,9,0.0%,,0,9,0.0%,,,0
"In der groß angelegten Regierungssimulation, bei der die verfügbaren Ressourcen jedes Staates als steigender Balken an einer virtuellen Stange visualisiert wurden, erreichte das System nach der letzten Krisenrunde einen kritischen Punkt. Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.",Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.,['Ende der Fahnenstange'],0,9,0.0%,,0,9,0.0%,,,0
"Die beiden Studenten besprachen ihren Finanzplan für die neue Wohngemeinschaft; da der eine die Renovierungsarbeiten im Voraus übernahm und dies vertraglich als Eigenleistung angerechnet wurde, war für sie klar, Vorbereitung ist die halbe Miete.",Vorbereitung ist die halbe Miete.,['halbe Miete'],2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct",0,9,0.0%,,"llama-4-scout, qwen-2.5-72b-instruct",2
"Beim angespannten Wohnungsmarkt in der Innenstadt erklärte der Makler den Bewerbern, dass ein detailliertes Finanzierungsportfolio und das Angebot einer Mietvorauszahlung entscheidend seien, denn bei diesem Eigentümer ist Vorbereitung ist die halbe Miete.",Vorbereitung ist die halbe Miete.,['halbe Miete'],1,9,11.1%,qwen-2.5-72b-instruct,0,9,0.0%,,qwen-2.5-72b-instruct,1
"Das Startup-Team arbeitete Tag und Nacht an der Präsentation für die Investoren, denn der Businessplan sah vor, dass ein erfolgreicher Pitch die Finanzierung für den neuen Büroraum sichern würde, und in ihrer Situation galt wirklich, Vorbereitung ist die halbe Miete.",Vorbereitung ist die halbe Miete.,['halbe Miete'],1,9,11.1%,qwen-2.5-72b-instruct,0,9,0.0%,,qwen-2.5-72b-instruct,1
"Bei den Verhandlungen mit dem Vermieter, der wegen des Hundes Bedenken hatte, haben wir betont, dass eine gute Erziehung Schäden vermeidet und die pünktliche Zahlung sichert, denn gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.",Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],1,9,11.1%,qwen-2.5-72b-instruct,0,9,0.0%,,qwen-2.5-72b-instruct,1
"Als wir den Mietvertrag für unsere erste gemeinsame Wohnung unterschrieben und gleichzeitig den Welpen adoptierten, wussten wir, dass klare Absprachen über Kosten und Pflichten entscheidend sein würden, denn gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.",Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct",0,9,0.0%,,"llama-4-scout, qwen-2.5-72b-instruct",2
"Für unsere Hundetagesstätte zahlen wir eine erhebliche Pacht, und der Erfolg, der diese Kosten deckt, hängt vollständig von unserem Umgang mit den Tieren ab, daher gilt: gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.",Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct",0,9,0.0%,,"llama-4-scout, qwen-2.5-72b-instruct",2
"Während des Parteitags wurde hitzig über die Gestaltung der neuen Banner für die anstehende Demonstration debattiert, da viele Mitglieder ein klares visuelles Signal forderten. Eine unverwechselbare Position, bei der die CDU Flagge zeigen musste, war das Recht auf Leben. Hier galt es, eindeutig Stellung zu beziehen, ungeachtet dessen, wie die Entscheidung der Mehrheit in unserem Lande ausfiel.","Eine unverwechselbare Position, bei der die CDU Flagge zeigen musste, war das Recht auf Leben. Hier galt es, eindeutig Stellung zu beziehen, ungeachtet dessen, wie die Entscheidung der Mehrheit in unserem Lande ausfiel.",['Flagge zeigen'],1,9,11.1%,qwen-2.5-72b-instruct,1,9,11.1%,gpt-4o-mini,qwen-2.5-72b-instruct,1
"Bei der Eröffnung der Ausstellung über politische Symbole der Nachkriegszeit, umgeben von historischen Bannern und Parteifahnen, wurde die Wichtigkeit klarer visueller Bekenntnisse thematisiert. Eine unverwechselbare Position, bei der die CDU Flagge zeigen musste, war das Recht auf Leben. Hier galt es, eindeutig Stellung zu beziehen, ungeachtet dessen, wie die Entscheidung der Mehrheit in unserem Lande ausfiel.","Eine unverwechselbare Position, bei der die CDU Flagge zeigen musste, war das Recht auf Leben. Hier galt es, eindeutig Stellung zu beziehen, ungeachtet dessen, wie die Entscheidung der Mehrheit in unserem Lande ausfiel.",['Flagge zeigen'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Auf der Fregatte während der internationalen Flottenparade gab es eine Diskussion über die korrekte Beflaggung in internationalen Gewässern, ein Akt von großer symbolischer Bedeutung für die nationale Souveränität. Eine unverwechselbare Position, bei der die CDU Flagge zeigen musste, war das Recht auf Leben. Hier galt es, eindeutig Stellung zu beziehen, ungeachtet dessen, wie die Entscheidung der Mehrheit in unserem Lande ausfiel.","Eine unverwechselbare Position, bei der die CDU Flagge zeigen musste, war das Recht auf Leben. Hier galt es, eindeutig Stellung zu beziehen, ungeachtet dessen, wie die Entscheidung der Mehrheit in unserem Lande ausfiel.",['Flagge zeigen'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"In der exklusiven Schuhmanufaktur, die für ihre speziellen Einlagen und Fersenpolster bekannt war, misslang der Versuch, eine seltene Lieferung zu stehlen. Ohne Beute mussten die Täter Fersengeld geben.",Ohne Beute mussten die Täter Fersengeld geben.,['Fersengeld geben'],0,9,0.0%,,0,9,0.0%,,,0
"Die Diebesgilde hatte eine eigene Währung für interne Strafzahlungen, die sie nach dem Spitznamen ihres Anführers benannt hatte. Der nächste Einbruch war fehlgeschlagen. Ohne Beute mussten die Täter Fersengeld geben.",Ohne Beute mussten die Täter Fersengeld geben.,['Fersengeld geben'],1,9,11.1%,o3-mini,0,9,0.0%,,o3-mini,1
"In dem bizarren Spielcasino, wo alle Schulden symbolisch mit Zahlungen für orthopädische Hilfsmittel beglichen wurden, hatten die Spieler eine glückliche Nacht, denn ein Einbruch war fehlgeschlagen. Ohne Beute mussten die Täter Fersengeld geben.",Ohne Beute mussten die Täter Fersengeld geben.,['Fersengeld geben'],0,9,0.0%,,0,9,0.0%,,,0
"Auf dem Mittelaltermarkt, direkt neben dem Stand des Seilers, der gerade Hanffasern sponn, flüsterte er seiner Tochter eine moderne Redewendung ins Ohr, woraufhin seine Frau besorgt blickte, doch das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.",Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.,['einen Strick drehen'],2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct",1,9,11.1%,llama-4-scout,qwen-2.5-72b-instruct,1
"Im Bastelkurs versuchte sie, aus dem brüchigen Stroh eine Kordel zu fertigen, was ihr Kollege mit leisem Spott kommentierte, aber das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.",Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.,['einen Strick drehen'],2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct",1,9,11.1%,llama-4-scout,qwen-2.5-72b-instruct,1
"Der Segellehrer zeigte dem Anfänger, wie man aus dem dünnen Tauwerk eine feste Schlinge legt, doch der Schüler äußerte nur frustriert, dass dies wohl nie etwas werde, das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.",Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.,['einen Strick drehen'],2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct",1,9,11.1%,llama-4-scout,qwen-2.5-72b-instruct,1
"Wir waren bei der nächtlichen Inventur im riesigen Spielwarengeschäft, während wir uns Regal für Regal durch die Gänge arbeiteten. Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen.",Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen,['bis in die Puppen'],0,9,0.0%,,0,9,0.0%,,,0
"Als leidenschaftliche Puppenmacherinnen, besprachen sie jedes Detail ihrer neuesten Kreationen und sichteten Materialien. Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen.",Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen,['bis in die Puppen'],0,9,0.0%,,0,9,0.0%,,,0
"Wir wanderten durch den Tiergarten, vorbei an den Tiergehegen bis hin zum historischen Teil des Parks, der seit Jahrhunderten 'In den Puppen' heißt. Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen.",Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen,['bis in die Puppen'],0,9,0.0%,,0,9,0.0%,,,0
"Bei der Enthüllung der neuen Marketingstrategie mit hellen Farben, die dem Auge besonders auffallen, wurde ausgerechnet der CEO von einem der Geräte am Kopf getroffen, weshalb alle sagten, die provokante Werbekampagne ist ordentlich ins Auge gegangen.",Die provokante Werbekampagne ist ordentlich ins Auge gegangen.,['ins Auge gegangen'],0,9,0.0%,,1,9,11.1%,claude-sonnet-4-20250514,,0
"Nachdem das Unternehmen für Augenlaserkorrekturen eine Kampagne mit extrem hellen, blendenden Plakaten gestartet hatte, um die Wichtigkeit guten Sehvermögens zu betonen, und daraufhin zahlreiche Beschwerden über Sehstörungen eingingen, war klar, die provokante Werbekampagne ist ordentlich ins Auge gegangen.",Die provokante Werbekampagne ist ordentlich ins Auge gegangen.,['ins Auge gegangen'],0,9,0.0%,,1,9,11.1%,claude-sonnet-4-20250514,,0
"Während der Live-Präsentation im Freien, als ein plötzlicher Windstoß die riesige Werbeplane von ihrer Verankerung riss und ein Metallhaken nur knapp das Auge des Redners verfehlte, während gleichzeitig die sozialen Medien die Kampagne verrissen, musste das Team zugeben, die provokante Werbekampagne ist ordentlich ins Auge gegangen.",Die provokante Werbekampagne ist ordentlich ins Auge gegangen.,['ins Auge gegangen'],0,9,0.0%,,1,9,11.1%,claude-sonnet-4-20250514,,0
"Die Ingenieure beobachteten den humanoiden Prototyp, dessen physische Bewegungen perfektioniert waren, der aber angeblich über keine aktuellen Schacheröffnungs-Datenbanken verfügte, völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?","Völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?",['aus dem Handgelenk'],2,9,22.2%,"llama-4-scout, qwen-2.5-72b-instruct",1,9,11.1%,llama-4-scout,qwen-2.5-72b-instruct,1
"Das Publikum sah dem Künstler zu, der während der Simultanpartie gleichzeitig winzige Porträts seiner Gegner auf die Fingernägel malte und die Figuren mit derselben Hand zog, völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?","Völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?",['aus dem Handgelenk'],1,9,11.1%,qwen-2.5-72b-instruct,1,9,11.1%,llama-4-scout,qwen-2.5-72b-instruct,1
"Während der Zaubervorführung, die mentale Fähigkeiten mit Taschenspielertricks kombinierte, bewegte der Magier die Figuren mit kaum wahrnehmbaren, blitzschnellen Gesten, völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?","Völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?",['aus dem Handgelenk'],1,9,11.1%,qwen-2.5-72b-instruct,1,9,11.1%,llama-4-scout,qwen-2.5-72b-instruct,1
"Als die Wirkung des seltsamen Tuches aus Weizen, die ihnen ein prunkvolles Leben vorgegaukelt hatten, plötzlich nachließ und die Halluzinationen verblassten, waren sie wieder in der Realität. In dem Augenblick verschwand das Schloß, und sie saßen wieder in der alten Hütte. „Nun hast dus,“ sagte der Mann, „jetzt können wir wieder am Hungertuch nagen.“ „Ach,“ sprach die Frau, „ich will den Reichthum lieber nicht, wenn ich nicht weiß von wem er kommt, sonst habe ich doch keine Ruhe.“","In dem Augenblick verschwand das Schloß, und sie saßen wieder in der alten Hütte. „Nun hast dus,“ sagte der Mann, „jetzt können wir wieder am Hungertuch nagen.“ „Ach,“ sprach die Frau, „ich will den Reichthum lieber nicht, wenn ich nicht weiß von wem er kommt, sonst habe ich doch keine Ruhe.“",['am Hungertuch nagen'],0,9,0.0%,,0,9,0.0%,,,0
"Der Regisseur rief „Schnitt!“ und die Bühnenarbeiter demontierten sofort die aufwendige Kulisse aus Tüchern für das Theaterstück über Armut und Reichtum und wechselten sie mit der nächsten Kulisse aus. In dem Augenblick verschwand das Schloß, und sie saßen wieder in der alten Hütte. „Nun hast dus,“ sagte der Mann, „jetzt können wir wieder am Hungertuch nagen.“ „Ach,“ sprach die Frau, „ich will den Reichthum lieber nicht, wenn ich nicht weiß von wem er kommt, sonst habe ich doch keine Ruhe.“","In dem Augenblick verschwand das Schloß, und sie saßen wieder in der alten Hütte. „Nun hast dus,“ sagte der Mann, „jetzt können wir wieder am Hungertuch nagen.“ „Ach,“ sprach die Frau, „ich will den Reichthum lieber nicht, wenn ich nicht weiß von wem er kommt, sonst habe ich doch keine Ruhe.“",['am Hungertuch nagen'],0,9,0.0%,,0,9,0.0%,,,0
"Der Zauber des unersättlichen Webers war gebrochen, und das magische Gewebe, das ihnen als unendliche Nahrungsquelle dienen sollte, lag nun als wertloser Lappen in der Ecke. In dem Augenblick verschwand das Schloß, und sie saßen wieder in der alten Hütte. „Nun hast dus,“ sagte der Mann, „jetzt können wir wieder am Hungertuch nagen.“ „Ach,“ sprach die Frau, „ich will den Reichthum lieber nicht, wenn ich nicht weiß von wem er kommt, sonst habe ich doch keine Ruhe.“","In dem Augenblick verschwand das Schloß, und sie saßen wieder in der alten Hütte. „Nun hast dus,“ sagte der Mann, „jetzt können wir wieder am Hungertuch nagen.“ „Ach,“ sprach die Frau, „ich will den Reichthum lieber nicht, wenn ich nicht weiß von wem er kommt, sonst habe ich doch keine Ruhe.“",['am Hungertuch nagen'],0,9,0.0%,,0,9,0.0%,,,0
"In der Vorstandssitzung des traditionsreichen deutschen Familienunternehmens wurde hitzig über die geplatzte Fusion mit einem nationalen Konkurrenten diskutiert, dessen Gründerfamilie für ihre vielen Erbinnen bekannt war, und man malte die Zukunft düster. Bis eines der Vorstandsvorsitzenden sagte: „aber auch andere Mütter haben schöne Töchter, die sich Honda, Toyota, Souza Cruz, Bandeirante, UOL, GM, Ford, Esso, Fiat, TIM und Pirelli nennen, um nur einige der nichtdeutschen ausländischen Firmen unter den 500 Größten aufzuführen.“","Aber auch andere Mütter haben schöne Töchter, die sich Honda, Toyota, Souza Cruz, Bandeirante, UOL, GM, Ford, Esso, Fiat, TIM und Pirelli nennen, um nur einige der nichtdeutschen ausländischen Firmen unter den 500 Größten aufzuführen.",['auch andere Mütter haben schöne Töchter'],0,9,0.0%,,2,9,22.2%,"gemini-2.5-flash-lite, gpt-4o-mini",,0
"Der Marketingchef einer Autofirma war tief enttäuscht, als die Verhandlungen mit der Tochter eines berühmten deutschen Industriellen als Testimonial für die neue Kampagne scheiterten und er die gesamte Strategie am Ende sah. Dann dachte er sich: „aber auch andere Mütter haben schöne Töchter, die sich Honda, Toyota, Souza Cruz, Bandeirante, UOL, GM, Ford, Esso, Fiat, TIM und Pirelli nennen, um nur einige der nichtdeutschen ausländischen Firmen unter den 500 Größten aufzuführen.“","Aber auch andere Mütter haben schöne Töchter, die sich Honda, Toyota, Souza Cruz, Bandeirante, UOL, GM, Ford, Esso, Fiat, TIM und Pirelli nennen, um nur einige der nichtdeutschen ausländischen Firmen unter den 500 Größten aufzuführen.",['auch andere Mütter haben schöne Töchter'],0,9,0.0%,,2,9,22.2%,"gemini-2.5-flash-lite, gpt-4o-mini",,0
"Der Personalchef einer Autofirma beklagte den Verlust einer vielversprechenden Absolventin einer deutschen Elite-Universität an einen heimischen Konkurrenten und sah seine Rekrutierungsstrategie für weibliche Führungskräfte in akuter Gefahr. Sein Sekretär sagte: „aber auch andere Mütter haben schöne Töchter, die sich Honda, Toyota, Souza Cruz, Bandeirante, UOL, GM, Ford, Esso, Fiat, TIM und Pirelli nennen, um nur einige der nichtdeutschen ausländischen Firmen unter den 500 Größten aufzuführen.“","Aber auch andere Mütter haben schöne Töchter, die sich Honda, Toyota, Souza Cruz, Bandeirante, UOL, GM, Ford, Esso, Fiat, TIM und Pirelli nennen, um nur einige der nichtdeutschen ausländischen Firmen unter den 500 Größten aufzuführen.",['auch andere Mütter haben schöne Töchter'],0,9,0.0%,,2,9,22.2%,"gemini-2.5-flash-lite, gpt-4o-mini",,0
"Der Ausbilder erklärte dem Azubi das Baukastensystem, bei dem man die Teile von der vorderen Kante der Bauplatte aus zusammensetzt und dabei genau die Noppen zählt, denn wenn du dich verzählst, musst du von vorn anfangen.","Wenn du dich verzählst, musst du von vorn anfangen.",['von vorn'],4,9,44.4%,"gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini",2,9,22.2%,"gemini-2.5-pro, gpt-4o-mini","gpt-4o, o3-mini",2
"Der Regisseur erklärte dem Schauspieler die Choreografie für die Szene, bei der er eine exakte Anzahl an Schritten vom hinteren Bühnenteil nach ganz vorne machen sollte, und betonte, wenn du dich verzählst, musst du von vorn anfangen.","Wenn du dich verzählst, musst du von vorn anfangen.",['von vorn'],2,9,22.2%,"gemini-2.5-pro, o3-mini",2,9,22.2%,"gemini-2.5-pro, gpt-4o-mini",o3-mini,1
"Die Weberin zeigte ihrer Schülerin das komplizierte Muster, das an der vorderen Kante des Teppichs begonnen wird und absolute Konzentration erfordert, denn wenn du dich verzählst, musst du von vorn anfangen.","Wenn du dich verzählst, musst du von vorn anfangen.",['von vorn'],3,9,33.3%,"gemini-2.5-pro, gpt-4o-mini, o3-mini",2,9,22.2%,"gemini-2.5-pro, gpt-4o-mini",o3-mini,1
"Die Gruppe von Strategiespiel-Anfängern saß vor der digitalen Weltkarte, ihre Zivilisation war von Feinden umzingelt und ihre Ressourcen waren fast erschöpft; nach stundenlangen, unkoordinierten Versuchen, eine stabile Regierung zu errichten, war klar, mit uns kannst du wirklich keinen Staat machen.",Mit uns kannst du wirklich keinen Staat machen.,['Staat machen'],0,9,0.0%,,0,9,0.0%,,,0
"Für unser Erdkundeprojekt sollten wir ein Modell eines fiktiven Landes erstellen, aber nach Stunden voller Streit und misslungener Basteleien sahen wir auf unsere eingestürzten Pappmaché-Berge und die krumm gezeichnete Flagge, und es war offensichtlich, mit uns kannst du wirklich keinen Staat machen.",Mit uns kannst du wirklich keinen Staat machen.,['Staat machen'],0,9,0.0%,,0,9,0.0%,,,0
"Die kleine Gruppe von Idealisten traf sich im Keller, um über die Gründung ihrer eigenen souveränen Mikronation zu diskutieren, aber sie konnten sich nicht einmal auf den Namen oder die Flagge einigen und ihre Verfassungsentwürfe waren voller Widersprüche, weshalb die Stimmung am Ende sehr gedrückt war, denn mit uns kannst du wirklich keinen Staat machen.",Mit uns kannst du wirklich keinen Staat machen.,['Staat machen'],0,9,0.0%,,0,9,0.0%,,,0
"In der Textilreinigung für trockene Säuberungsmethoden, wo wir sowohl über meine Beförderung als auch über die empfindlichen Seidenstoffe sprachen, die nicht einlaufen dürfen, dachte ich mir: „ich habe eine mündliche Zusage, aber ich will noch nichts sagen, bis alles in trockenen Tüchern ist.“","Ich habe eine mündliche Zusage, aber ich will noch nichts sagen, bis alles in trockenen Tüchern ist.",['in trockenen Tüchern'],0,9,0.0%,,0,9,0.0%,,,0
"Der Archivar zeigte mir die fragilen, frisch restaurierten Manuskripte, die zwischen speziellen Leinenbahnen trocknen mussten, und fragte nach dem Stand meiner Vertragsverhandlungen, worauf ich antwortete: „ich habe eine mündliche Zusage, aber ich will noch nichts sagen, bis alles in trockenen Tüchern ist.“","Ich habe eine mündliche Zusage, aber ich will noch nichts sagen, bis alles in trockenen Tüchern ist.",['in trockenen Tüchern'],0,9,0.0%,,0,9,0.0%,,,0
"Nach dem Wassereinbruch im Keller halfen wir, die durchnässten Habseligkeiten mit trockenen Tüchern zu bergen, und der Versicherungsagent versprach am Telefon eine unkomplizierte Abwicklung, daher meinte ich zu meiner Partnerin: „ich habe eine mündliche Zusage, aber ich will noch nichts sagen, bis alles in trockenen Tüchern ist.“","Ich habe eine mündliche Zusage, aber ich will noch nichts sagen, bis alles in trockenen Tüchern ist.",['in trockenen Tüchern'],0,9,0.0%,,0,9,0.0%,,,0
"Nach der verheerenden Überschwemmung in dem neuen Unternehmen für Textilfärberei für trockene Tücher, bei der die gesamte Produktion unter Wasser stand, wird nun über einen Rettungsplan verhandelt. Das Wasserwirtschaftsamt kann auch zum Zuge kommen. Es dauert ziemlich lange, bis das Unternehmen in trockenen Tüchern ist.","Das Wasserwirtschaftsamt kann auch zum Zuge kommen. Es dauert ziemlich lange, bis das Unternehmen in trockenen Tüchern ist.",['in trockenen Tüchern'],0,9,0.0%,,0,9,0.0%,,,0
