sentence	true_idioms	final_variant	variant_number	tokens	tags	tag_ids	language	predicted_idioms	ratios	hallucinated	predicted_tags
The fix I made was just a penny in the fusebox; we need to revisit it and fix the problem for real.	['penny in the fusebox']	During the code review for the power grid's new control system, my justification for using a tiny, hardcoded value to bypass a failing sensor check ended with the admission that the fix I made was just a penny in the fusebox; we need to revisit it and fix the problem for real.	2	"['During', 'the', 'code', 'review', 'for', 'the', 'power', 'grid', ""'"", 's', 'new', 'control', 'system', ',', 'my', 'justification', 'for', 'using', 'a', 'tiny', ',', 'hardcoded', 'value', 'to', 'bypass', 'a', 'failing', 'sensor', 'check', 'ended', 'with', 'the', 'admission', 'that', 'the', 'fix', 'I', 'made', 'was', 'just', 'a', 'penny', 'in', 'the', 'fusebox', ';', 'we', 'need', 'to', 'revisit', 'it', 'and', 'fix', 'the', 'problem', 'for', 'real', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['a penny in the fusebox']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The fix I made was just a penny in the fusebox; we need to revisit it and fix the problem for real.	['penny in the fusebox']	For my conceptual art piece about dangerous shortcuts, the installation literally involved an antique breaker panel and some loose change, so when the curator questioned its stability, I confessed the fix I made was just a penny in the fusebox; we need to revisit it and fix the problem for real.	3	['For', 'my', 'conceptual', 'art', 'piece', 'about', 'dangerous', 'shortcuts', ',', 'the', 'installation', 'literally', 'involved', 'an', 'antique', 'breaker', 'panel', 'and', 'some', 'loose', 'change', ',', 'so', 'when', 'the', 'curator', 'questioned', 'its', 'stability', ',', 'I', 'confessed', 'the', 'fix', 'I', 'made', 'was', 'just', 'a', 'penny', 'in', 'the', 'fusebox', ';', 'we', 'need', 'to', 'revisit', 'it', 'and', 'fix', 'the', 'problem', 'for', 'real', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['a penny in the fusebox']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The fix I made was just a penny in the fusebox; we need to revisit it and fix the problem for real.	[]	After my friend saw me storing spare change inside the breaker panel to hide it, he asked if that was related to my ongoing electrical problems, and I had to admit the fix I made was just a penny in the fusebox; we need to revisit it and fix the problem for real.	4	['After', 'my', 'friend', 'saw', 'me', 'storing', 'spare', 'change', 'inside', 'the', 'breaker', 'panel', 'to', 'hide', 'it', ',', 'he', 'asked', 'if', 'that', 'was', 'related', 'to', 'my', 'ongoing', 'electrical', 'problems', ',', 'and', 'I', 'had', 'to', 'admit', 'the', 'fix', 'I', 'made', 'was', 'just', 'a', 'penny', 'in', 'the', 'fusebox', ';', 'we', 'need', 'to', 'revisit', 'it', 'and', 'fix', 'the', 'problem', 'for', 'real', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['a penny in the fusebox']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The fix I made was just a penny in the fusebox; we need to revisit it and fix the problem for real.	['penny in the fusebox']	While teaching the new apprentice about historical fire hazards and simultaneously troubleshooting a glitch in our inventory software, my mind connected the two problems, concluding that the fix I made was just a penny in the fusebox; we need to revisit it and fix the problem for real.	5	['While', 'teaching', 'the', 'new', 'apprentice', 'about', 'historical', 'fire', 'hazards', 'and', 'simultaneously', 'troubleshooting', 'a', 'glitch', 'in', 'our', 'inventory', 'software', ',', 'my', 'mind', 'connected', 'the', 'two', 'problems', ',', 'concluding', 'that', 'the', 'fix', 'I', 'made', 'was', 'just', 'a', 'penny', 'in', 'the', 'fusebox', ';', 'we', 'need', 'to', 'revisit', 'it', 'and', 'fix', 'the', 'problem', 'for', 'real', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['a penny in the fusebox']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
That striker has scored four goals so far - he's on fire!	['on fire']	While reviewing footage from the sports-themed action movie where a stuntman was accidentally ignited by a pyrotechnic effect during a goal scene, the director, focusing on the game, commented to the editor, that striker has scored four goals so far - he's on fire!	1	"['While', 'reviewing', 'footage', 'from', 'the', 'sports', '-', 'themed', 'action', 'movie', 'where', 'a', 'stuntman', 'was', 'accidentally', 'ignited', 'by', 'a', 'pyrotechnic', 'effect', 'during', 'a', 'goal', 'scene', ',', 'the', 'director', ',', 'focusing', 'on', 'the', 'game', ',', 'commented', 'to', 'the', 'editor', ',', 'that', 'striker', 'has', 'scored', 'four', 'goals', 'so', 'far', '-', 'he', ""'"", 's', 'on', 'fire', '!']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	english	"[""he's on fire""]"	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
That striker has scored four goals so far - he's on fire!	['on fire']	As the two technicians monitored the experimental bio-feedback jerseys, one pointed to a dangerously high temperature reading on a player's display, and then, noting the player's incredible performance, exclaimed to his colleague, that striker has scored four goals so far - he's on fire!	2	"['As', 'the', 'two', 'technicians', 'monitored', 'the', 'experimental', 'bio', '-', 'feedback', 'jerseys', ',', 'one', 'pointed', 'to', 'a', 'dangerously', 'high', 'temperature', 'reading', 'on', 'a', 'player', ""'"", 's', 'display', ',', 'and', 'then', ',', 'noting', 'the', 'player', ""'"", 's', 'incredible', 'performance', ',', 'exclaimed', 'to', 'his', 'colleague', ',', 'that', 'striker', 'has', 'scored', 'four', 'goals', 'so', 'far', '-', 'he', ""'"", 's', 'on', 'fire', '!']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	english	['on fire']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
That striker has scored four goals so far - he's on fire!	['on fire']	The sports documentary intercut clips of the player's triumphant comeback game with interviews about the tragic equipment fire he'd survived months earlier, and as the narrator described his performance, he stated, that striker has scored four goals so far - he's on fire!	3	"['The', 'sports', 'documentary', 'intercut', 'clips', 'of', 'the', 'player', ""'"", 's', 'triumphant', 'comeback', 'game', 'with', 'interviews', 'about', 'the', 'tragic', 'equipment', 'fire', 'he', ""'"", 'd', 'survived', 'months', 'earlier', ',', 'and', 'as', 'the', 'narrator', 'described', 'his', 'performance', ',', 'he', 'stated', ',', 'that', 'striker', 'has', 'scored', 'four', 'goals', 'so', 'far', '-', 'he', ""'"", 's', 'on', 'fire', '!']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	english	['on fire']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
That striker has scored four goals so far - he's on fire!	['on fire']	Watching the chaotic post-game celebration where fans were dangerously setting off flares near the players, the agitated security chief, despite the mayhem, muttered into his radio, that striker has scored four goals so far - he's on fire!	4	"['Watching', 'the', 'chaotic', 'post', '-', 'game', 'celebration', 'where', 'fans', 'were', 'dangerously', 'setting', 'off', 'flares', 'near', 'the', 'players', ',', 'the', 'agitated', 'security', 'chief', ',', 'despite', 'the', 'mayhem', ',', 'muttered', 'into', 'his', 'radio', ',', 'that', 'striker', 'has', 'scored', 'four', 'goals', 'so', 'far', '-', 'he', ""'"", 's', 'on', 'fire', '!']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	english	"[""he's on fire""]"	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
That striker has scored four goals so far - he's on fire!	['on fire']	In the virtual reality soccer simulation, a glitch was causing some avatars to burst into digital flames after scoring, so when the lead programmer saw the top player's character model begin to smoke, he reported, that striker has scored four goals so far - he's on fire!	5	"['In', 'the', 'virtual', 'reality', 'soccer', 'simulation', ',', 'a', 'glitch', 'was', 'causing', 'some', 'avatars', 'to', 'burst', 'into', 'digital', 'flames', 'after', 'scoring', ',', 'so', 'when', 'the', 'lead', 'programmer', 'saw', 'the', 'top', 'player', ""'"", 's', 'character', 'model', 'begin', 'to', 'smoke', ',', 'he', 'reported', ',', 'that', 'striker', 'has', 'scored', 'four', 'goals', 'so', 'far', '-', 'he', ""'"", 's', 'on', 'fire', '!']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	english	['on fire']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Oh please go on the game. It's a steady job and you'd be working from home.	['on the game']	The social worker reviewed the young woman's file, which detailed a history of surviving on the streets, then looked at a new recruitment offer from a professional e-sports league, and said with relief, oh please go on the game. It's a steady job and you'd be working from home.	1	"['The', 'social', 'worker', 'reviewed', 'the', 'young', 'woman', ""'"", 's', 'file', ',', 'which', 'detailed', 'a', 'history', 'of', 'surviving', 'on', 'the', 'streets', ',', 'then', 'looked', 'at', 'a', 'new', 'recruitment', 'offer', 'from', 'a', 'professional', 'e', '-', 'sports', 'league', ',', 'and', 'said', 'with', 'relief', ',', 'oh', 'please', 'go', 'on', 'the', 'game', '.', 'It', ""'"", 's', 'a', 'steady', 'job', 'and', 'you', ""'"", 'd', 'be', 'working', 'from', 'home', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Oh please go on the game. It's a steady job and you'd be working from home.	['on the game']	Watching their roommate, who had been desperate for rent money, spend all day on a new computer with a webcam active, talking to anonymous online clients, one friend whispered to the other, oh please go on the game. It's a steady job and you'd be working from home.	2	"['Watching', 'their', 'roommate', ',', 'who', 'had', 'been', 'desperate', 'for', 'rent', 'money', ',', 'spend', 'all', 'day', 'on', 'a', 'new', 'computer', 'with', 'a', 'webcam', 'active', ',', 'talking', 'to', 'anonymous', 'online', 'clients', ',', 'one', 'friend', 'whispered', 'to', 'the', 'other', ',', 'oh', 'please', 'go', 'on', 'the', 'game', '.', 'It', ""'"", 's', 'a', 'steady', 'job', 'and', 'you', ""'"", 'd', 'be', 'working', 'from', 'home', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Oh please go on the game. It's a steady job and you'd be working from home.	['on the game']	"After her friend described her secretive new online 'entertainment' venture that paid cash daily, one woman said skeptically, ""That just sounds like the oldest profession with better wifi,"" but the other insisted, oh please go on the game. It's a steady job and you'd be working from home."	3	"['After', 'her', 'friend', 'described', 'her', 'secretive', 'new', 'online', ""'"", 'entertainment', ""'"", 'venture', 'that', 'paid', 'cash', 'daily', ',', 'one', 'woman', 'said', 'skeptically', ',', '""', 'That', 'just', 'sounds', 'like', 'the', 'oldest', 'profession', 'with', 'better', 'wifi', ',', '""', 'but', 'the', 'other', 'insisted', ',', 'oh', 'please', 'go', 'on', 'the', 'game', '.', 'It', ""'"", 's', 'a', 'steady', 'job', 'and', 'you', ""'"", 'd', 'be', 'working', 'from', 'home', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['the oldest profession', 'go on the game']	[1.0, 1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Oh please go on the game. It's a steady job and you'd be working from home.	['on the game']	In the backroom of the club, the shady manager was discussing new revenue streams, pointing to a live feed of a woman at a computer in her apartment and then to a gaming console, and told his associate, oh please go on the game. It's a steady job and you'd be working from home.	4	"['In', 'the', 'backroom', 'of', 'the', 'club', ',', 'the', 'shady', 'manager', 'was', 'discussing', 'new', 'revenue', 'streams', ',', 'pointing', 'to', 'a', 'live', 'feed', 'of', 'a', 'woman', 'at', 'a', 'computer', 'in', 'her', 'apartment', 'and', 'then', 'to', 'a', 'gaming', 'console', ',', 'and', 'told', 'his', 'associate', ',', 'oh', 'please', 'go', 'on', 'the', 'game', '.', 'It', ""'"", 's', 'a', 'steady', 'job', 'and', 'you', ""'"", 'd', 'be', 'working', 'from', 'home', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
