sentence	tokens	tags	tag_ids	true_idioms	language	predicted_idioms	ratios	hallucinated	predicted_tags
Der damalige Bundeskanzler hatte dem Unternehmen Bürgschaften und Darlehen in Höhe von 128 Millionen Euro zugesagt, nachdem es Milliarden in den Sand gesetzt hatte	['Der ', 'damalige ', 'Bundeskanzler ', 'hatte ', 'dem ', 'Unternehmen ', 'Bürgschaften ', 'und ', 'Darlehen ', 'in ', 'Höhe ', 'von ', '128 ', 'Millionen ', 'Euro ', 'zugesagt', ', ', 'nachdem ', 'es ', 'Milliarden ', 'in ', 'den ', 'Sand ', 'gesetzt ', 'hatte']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	['in den Sand gesetzt']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Die Niederlage unseres Konkurrenten muss uns erst recht anspornen, heute Abend Bestleistung zu bringen.	['Die ', 'Niederlage ', 'unseres ', 'Konkurrenten ', 'muss ', 'uns ', 'erst ', 'recht ', 'anspornen', ', ', 'heute ', 'Abend ', 'Bestleistung ', 'zu ', 'bringen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]	['erst recht']	german	['erst recht', 'bestleistung zu bringen']	[1.0, 1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Wir wurden eingeschüchtert, damit wir den Streik absagen, aber jetzt streiken wir erst recht.	['Wir ', 'wurden ', 'eingeschüchtert', ', ', 'damit ', 'wir ', 'den ', 'Streik ', 'absagen', ', ', 'aber ', 'jetzt ', 'streiken ', 'wir ', 'erst ', 'recht', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	['erst recht']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ich war völlig durch den Wind, als ich sie das erste Mal gesehen hab.	['Ich ', 'war ', 'völlig ', 'durch ', 'den ', 'Wind', ', ', 'als ', 'ich ', 'sie ', 'das ', 'erste ', 'Mal ', 'gesehen ', 'hab', '.']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['durch den Wind']	german	['durch den wind']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Lass mich erst mal überlegen, ich bin noch etwas durch den Wind.	['Lass ', 'mich ', 'erst ', 'mal ', 'überlegen', ', ', 'ich ', 'bin ', 'noch ', 'etwas ', 'durch ', 'den ', 'Wind', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['durch den Wind']	german	['durch den wind sein']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Glaubst du an die große Liebe?	['Glaubst ', 'du ', 'an ', 'die ', 'große ', 'Liebe', '?']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 0]	['große Liebe']	german	['die große liebe']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Die Musik ist meine große Liebe.	['Die ', 'Musik ', 'ist ', 'meine ', 'große ', 'Liebe', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 0]	['große Liebe']	german	['große liebe']	[1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Um als deutscher Beamter entlassen zu werden, muss man schon silberne Löffel klauen.	['Um ', 'als ', 'deutscher ', 'Beamter ', 'entlassen ', 'zu ', 'werden', ', ', 'muss ', 'man ', 'schon ', 'silberne ', 'Löffel ', 'klauen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['silberne Löffel klauen']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Gerade bei Menschen, die viel Wert auf ihren Titel legen, kann man hier leicht ins Fettnäpfchen treten.	['Gerade ', 'bei ', 'Menschen', ', ', 'die ', 'viel ', 'Wert ', 'auf ', 'ihren ', 'Titel ', 'legen', ', ', 'kann ', 'man ', 'hier ', 'leicht ', 'ins ', 'Fettnäpfchen ', 'treten', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['ins Fettnäpfchen treten']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Gleich nach der Begrüßung – sich in das Fauteuil zu setzen, wozu ihm K. einlud, hatte er keine Zeit – bat er K. um ein kurzes Gespräch unter vier Augen.	['Gleich ', 'nach ', 'der ', 'Begrüßung ', '– ', 'sich ', 'in ', 'das ', 'Fauteuil ', 'zu ', 'setzen', ', ', 'wozu ', 'ihm ', 'K. ', 'einlud', ', ', 'hatte ', 'er ', 'keine ', 'Zeit ', '– ', 'bat ', 'er ', 'K. ', 'um ', 'ein ', 'kurzes ', 'Gespräch ', 'unter ', 'vier ', 'Augen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['unter vier Augen']	german	['unter vier augen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Sie wohnen ohne Trauschein zusammen.	['Sie ', 'wohnen ', 'ohne ', 'Trauschein ', 'zusammen', '.']	['O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0]	[]	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O']
Wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?	['Wir ', 'sollten ', 'das ', 'nicht ', 'zwischen ', 'Tür ', 'und ', 'Angel ', 'besprechen', '. ', 'Kommen ', 'Sie ', 'doch ', 'morgen ', 'früh ', 'noch ', 'mal ', 'in ', 'mein ', 'Büro', ', ', 'ja', '?']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['zwischen Tür und Angel']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Er schenkte ihr ein offenes Ohr.	['Er ', 'schenkte ', 'ihr ', 'ein ', 'offenes ', 'Ohr', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 0]	['offenes Ohr']	german	['ein offenes ohr schenken']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O']
Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['Die ', 'Politiker ', 'kannste ', 'alle ', 'in ', 'einen ', 'Sack ', 'stecken ', 'und ', 'draufhauen ', '– ', 'da ', 'triffste ', 'immer ', 'den ', 'Richtigen', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]	['in einen Sack stecken und draufhauen']	german	['in einen sack stecken und draufhauen', 'triffste den richtigen']	[1.0, 1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['Alle ', 'Verwaltungen ', 'der ', 'USA ', 'schienen ', 'gleichzeitig ', 'am ', 'Ende ', 'der ', 'Fahnenstange ', 'angelangt', '. ', 'Die ', 'Staaten ', 'kämpften ', 'mit ', 'Defiziten ', 'in ', 'Milliardenhöhe', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Ende der Fahnenstange']	german	['am ende der fahnenstange angelangt']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Vorbereitung ist die halbe Miete.	['Vorbereitung ', 'ist ', 'die ', 'halbe ', 'Miete', '.']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 1, 2, 0]	['halbe Miete']	german	['die halbe miete']	[1.0]	False	['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.	['Gegenseitiges ', 'Verstehen ', 'ist ', 'die ', 'halbe ', 'Miete', '! ', 'Zum ', 'Thema ', 'Verständigung ', 'mit ', 'deinem ', 'Welpen ', 'und ', 'somit ', 'auch ', 'mit ', 'deinem ', 'später ', 'erwachsenen ', 'Hund ', 'ist ', 'noch ', 'einiges ', 'zu ', 'sagen', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['halbe Miete']	german	['die halbe miete']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Eine unverwechselbare Position, bei der die CDU Flagge zeigen musste, war das Recht auf Leben. Hier galt es, eindeutig Stellung zu beziehen, ungeachtet dessen, wie die Entscheidung der Mehrheit in unserem Lande ausfiel.	['Eine ', 'unverwechselbare ', 'Position', ', ', 'bei ', 'der ', 'die ', 'CDU ', 'Flagge ', 'zeigen ', 'musste', ', ', 'war ', 'das ', 'Recht ', 'auf ', 'Leben', '. ', 'Hier ', 'galt ', 'es', ', ', 'eindeutig ', 'Stellung ', 'zu ', 'beziehen', ', ', 'ungeachtet ', 'dessen', ', ', 'wie ', 'die ', 'Entscheidung ', 'der ', 'Mehrheit ', 'in ', 'unserem ', 'Lande ', 'ausfiel', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Flagge zeigen']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ohne Beute mussten die Täter Fersengeld geben.	['Ohne ', 'Beute ', 'mussten ', 'die ', 'Täter ', 'Fersengeld ', 'geben', '.']	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 1, 2, 0]	['Fersengeld geben']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	['Das ', 'war ', 'eine ', 'ganz ', 'harmlose ', 'Bemerkung', '. ', 'Daraus ', 'kann ', 'dir ', 'niemand ', 'einen ', 'Strick ', 'drehen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['einen Strick drehen']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen	['Wir ', 'haben ', 'gequatscht ', 'bis ', 'in ', 'die ', 'Puppen ', '/ ', 'Und ', 'vorher ', 'gingen ', 'wir ', 'sinnlos ', 'Shoppen']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]	['bis in die Puppen']	german	['bis in die puppen', 'sinnlos shoppen']	[1.0, 1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM']
Die provokante Werbekampagne ist ordentlich ins Auge gegangen.	['Die ', 'provokante ', 'Werbekampagne ', 'ist ', 'ordentlich ', 'ins ', 'Auge ', 'gegangen', '.']	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 1, 2, 2, 0]	['ins Auge gegangen']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Völlig ausgeschlossen, daß dieser Mann fünfundzwanzig Jahre nicht Schach gespielt haben soll! Er hat doch jeden Zug, jede Gegenpointe auf fünf, auf sechs Züge vorausberechnet. So etwas kann niemand aus dem Handgelenk. Das ist doch völlig ausgeschlossen – nicht wahr?	['Völlig ', 'ausgeschlossen', ', ', 'daß ', 'dieser ', 'Mann ', 'fünfundzwanzig ', 'Jahre ', 'nicht ', 'Schach ', 'gespielt ', 'haben ', 'soll', '! ', 'Er ', 'hat ', 'doch ', 'jeden ', 'Zug', ', ', 'jede ', 'Gegenpointe ', 'auf ', 'fünf', ', ', 'auf ', 'sechs ', 'Züge ', 'vorausberechnet', '. ', 'So ', 'etwas ', 'kann ', 'niemand ', 'aus ', 'dem ', 'Handgelenk', '. ', 'Das ', 'ist ', 'doch ', 'völlig ', 'ausgeschlossen ', '– ', 'nicht ', 'wahr', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['aus dem Handgelenk']	german	['völlig ausgeschlossen', 'aus dem handgelenk']	[1.0, 1.0]	False	['B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
In dem Augenblick verschwand das Schloß, und sie saßen wieder in der alten Hütte. „Nun hast dus,“ sagte der Mann, „jetzt können wir wieder am Hungertuch nagen.“ „Ach,“ sprach die Frau, „ich will den Reichthum lieber nicht, wenn ich nicht weiß von wem er kommt, sonst habe ich doch keine Ruhe.“	['In ', 'dem ', 'Augenblick ', 'verschwand ', 'das ', 'Schloß', ', ', 'und ', 'sie ', 'saßen ', 'wieder ', 'in ', 'der ', 'alten ', 'Hütte', '. ', '„', 'Nun ', 'hast ', 'dus', ',', '“ ', 'sagte ', 'der ', 'Mann', ', ', '„', 'jetzt ', 'können ', 'wir ', 'wieder ', 'am ', 'Hungertuch ', 'nagen', '.', '“ ', '„', 'Ach', ',', '“ ', 'sprach ', 'die ', 'Frau', ', ', '„', 'ich ', 'will ', 'den ', 'Reichthum ', 'lieber ', 'nicht', ', ', 'wenn ', 'ich ', 'nicht ', 'weiß ', 'von ', 'wem ', 'er ', 'kommt', ', ', 'sonst ', 'habe ', 'ich ', 'doch ', 'keine ', 'Ruhe', '.', '“']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['am Hungertuch nagen']	german	['am hungertuch nagen', 'keine ruhe haben']	[1.0, 1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Aber auch andere Mütter haben schöne Töchter, die sich Honda, Toyota, Souza Cruz, Bandeirante, UOL, GM, Ford, Esso, Fiat, TIM und Pirelli nennen, um nur einige der nichtdeutschen ausländischen Firmen unter den 500 Größten aufzuführen.	['Aber ', 'auch ', 'andere ', 'Mütter ', 'haben ', 'schöne ', 'Töchter', ', ', 'die ', 'sich ', 'Honda', ', ', 'Toyota', ', ', 'Souza ', 'Cruz', ', ', 'Bandeirante', ', ', 'UOL', ', ', 'GM', ', ', 'Ford', ', ', 'Esso', ', ', 'Fiat', ', ', 'TIM ', 'und ', 'Pirelli ', 'nennen', ', ', 'um ', 'nur ', 'einige ', 'der ', 'nichtdeutschen ', 'ausländischen ', 'Firmen ', 'unter ', 'den ', '500 ', 'Größten ', 'aufzuführen', '.']	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['auch andere Mütter haben schöne Töchter']	german	['haben schöne töchter']	[1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Wenn du dich verzählst, musst du von vorn anfangen.	['Wenn ', 'du ', 'dich ', 'verzählst', ', ', 'musst ', 'du ', 'von ', 'vorn ', 'anfangen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]	['von vorn']	german	['von vorn anfangen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Mit uns kannst du wirklich keinen Staat machen.	['Mit ', 'uns ', 'kannst ', 'du ', 'wirklich ', 'keinen ', 'Staat ', 'machen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 1, 2, 0]	['Staat machen']	german	['keinen staat machen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Ich habe eine mündliche Zusage, aber ich will noch nichts sagen, bis alles in trockenen Tüchern ist.	['Ich ', 'habe ', 'eine ', 'mündliche ', 'Zusage', ', ', 'aber ', 'ich ', 'will ', 'noch ', 'nichts ', 'sagen', ', ', 'bis ', 'alles ', 'in ', 'trockenen ', 'Tüchern ', 'ist', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]	['in trockenen Tüchern']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Das Wasserwirtschaftsamt kann auch zum Zuge kommen. Es dauert ziemlich lange, bis das Unternehmen in trockenen Tüchern ist.	['Das ', 'Wasserwirtschaftsamt ', 'kann ', 'auch ', 'zum ', 'Zuge ', 'kommen', '. ', 'Es ', 'dauert ', 'ziemlich ', 'lange', ', ', 'bis ', 'das ', 'Unternehmen ', 'in ', 'trockenen ', 'Tüchern ', 'ist', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]	['in trockenen Tüchern']	german	[]	[]	True	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
