sentence	PIE	true_idioms	is_figurative	variant_number	variant_sentence	tokens	tags	tag_ids	version	language	predicted_idioms	ratios	hallucinated	predicted_tags
Alice und die Ärzte pflegten die Familie rund um die Uhr.	['rund  um  die  Uhr']	['rund um die Uhr']	True	2	Der Regisseur war besessen von der Symbolik des Zeitablaufs für seine Krankenhausszene, daher mussten die Schauspieler ihre Positionen präzise einhalten, damit die Kamera die Szene einfangen konnte. Die Handlung der Szene ist kurz gesagt: Alice und die Ärzte pflegten die Familie rund um die Uhr.	['Der', 'Regisseur', 'war', 'besessen', 'von', 'der', 'Symbolik', 'des', 'Zeitablaufs', 'für', 'seine', 'Krankenhausszene', ',', 'daher', 'mussten', 'die', 'Schauspieler', 'ihre', 'Positionen', 'präzise', 'einhalten', ',', 'damit', 'die', 'Kamera', 'die', 'Szene', 'einfangen', 'konnte', '.', 'Die', 'Handlung', 'der', 'Szene', 'ist', 'kurz', 'gesagt', ':', 'Alice', 'und', 'die', 'Ärzte', 'pflegten', 'die', 'Familie', 'rund', 'um', 'die', 'Uhr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	v1	german	['rund um die uhr']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Alice und die Ärzte pflegten die Familie rund um die Uhr.	['rund  um  die  Uhr']	['rund um die Uhr']	True	3	Im botanischen Garten war die Pflege der seltenen Orchideengattung, die ringförmig um die berühmte Sonnenuhr gepflanzt war, die anspruchsvollste Aufgabe, da die Orichdeenfamilie ständige Aufmerksamkeit erfordert um am leben gehalten zu werden. Alice und die Ärzte pflegten die Familie rund um die Uhr.	['Im', 'botanischen', 'Garten', 'war', 'die', 'Pflege', 'der', 'seltenen', 'Orchideengattung', ',', 'die', 'ringförmig', 'um', 'die', 'berühmte', 'Sonnenuhr', 'gepflanzt', 'war', ',', 'die', 'anspruchsvollste', 'Aufgabe', ',', 'da', 'die', 'Orichdeenfamilie', 'ständige', 'Aufmerksamkeit', 'erfordert', 'um', 'am', 'leben', 'gehalten', 'zu', 'werden', '.', 'Alice', 'und', 'die', 'Ärzte', 'pflegten', 'die', 'Familie', 'rund', 'um', 'die', 'Uhr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	v1	german	['rund um die uhr']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.	['in die Quere kommen']	['in die Quere kommen']	True	1	Ihr aktueller Fall dreht sich um Korruption bei der Stadtplanung, weshalb sie ständig Baupläne mit eingezeichneten Querstraßen und Verkehrsknotenpunkten studieren müssen. Es gibt aber ein unvermeidliches Problem bei den Ermittlungen: Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.	['Ihr', 'aktueller', 'Fall', 'dreht', 'sich', 'um', 'Korruption', 'bei', 'der', 'Stadtplanung', ',', 'weshalb', 'sie', 'ständig', 'Baupläne', 'mit', 'eingezeichneten', 'Querstraßen', 'und', 'Verkehrsknotenpunkten', 'studieren', 'müssen', '.', 'Es', 'gibt', 'aber', 'ein', 'unvermeidliches', 'Problem', 'bei', 'den', 'Ermittlungen', ':', 'Zwischen', 'den', 'beiden', 'Detekteien', 'entwickelt', 'sich', 'eine', 'Art', 'Konkurrenzkampf', ',', 'da', 'sie', 'sich', 'trotz', 'aller', 'Freundschaft', 'immer', 'wieder', 'gewollt', 'oder', 'ungewollt', 'in', 'die', 'Quere', 'kommen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	v1	german	['in die quere kommen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.	['in die Quere kommen']	['in die Quere kommen']	True	2	Die Ermittlungen konzentrieren sich auf ein weitläufiges Lagerhaus mit unzähligen, schmalen Regalgängen, in denen man sich nur schwer aus dem Weg gehen kann. Ausserdem arbeiten mehrere Parteien an den Ermittlungen und es zeigt sich ein problem welches es schon oft gab: Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.	['Die', 'Ermittlungen', 'konzentrieren', 'sich', 'auf', 'ein', 'weitläufiges', 'Lagerhaus', 'mit', 'unzähligen', ',', 'schmalen', 'Regalgängen', ',', 'in', 'denen', 'man', 'sich', 'nur', 'schwer', 'aus', 'dem', 'Weg', 'gehen', 'kann', '.', 'Ausserdem', 'arbeiten', 'mehrere', 'Parteien', 'an', 'den', 'Ermittlungen', 'und', 'es', 'zeigt', 'sich', 'ein', 'problem', 'welches', 'es', 'schon', 'oft', 'gab', ':', 'Zwischen', 'den', 'beiden', 'Detekteien', 'entwickelt', 'sich', 'eine', 'Art', 'Konkurrenzkampf', ',', 'da', 'sie', 'sich', 'trotz', 'aller', 'Freundschaft', 'immer', 'wieder', 'gewollt', 'oder', 'ungewollt', 'in', 'die', 'Quere', 'kommen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	v1	german	['in die quere kommen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.	['in die Quere kommen']	['in die Quere kommen']	True	3	Die Ermittler müssen einem Verdächtigen während des jährlichen Stadtmarathons folgen, bei dem Tausende von Läufern die Straßen kreuzen und das Vorankommen extrem erschwert wird, und in dieser Situationen passiert etwas was schon in vielen vollkommen unterschiedlichen Fällen passiert ist: Zwischen den beiden Detekteien entwickelt sich eine Art Konkurrenzkampf, da sie sich trotz aller Freundschaft immer wieder gewollt oder ungewollt in die Quere kommen.	['Die', 'Ermittler', 'müssen', 'einem', 'Verdächtigen', 'während', 'des', 'jährlichen', 'Stadtmarathons', 'folgen', ',', 'bei', 'dem', 'Tausende', 'von', 'Läufern', 'die', 'Straßen', 'kreuzen', 'und', 'das', 'Vorankommen', 'extrem', 'erschwert', 'wird', ',', 'und', 'in', 'dieser', 'Situationen', 'passiert', 'etwas', 'was', 'schon', 'in', 'vielen', 'vollkommen', 'unterschiedlichen', 'Fällen', 'passiert', 'ist', ':', 'Zwischen', 'den', 'beiden', 'Detekteien', 'entwickelt', 'sich', 'eine', 'Art', 'Konkurrenzkampf', ',', 'da', 'sie', 'sich', 'trotz', 'aller', 'Freundschaft', 'immer', 'wieder', 'gewollt', 'oder', 'ungewollt', 'in', 'die', 'Quere', 'kommen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	v1	german	['in die quere kommen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.	['ans Licht kommt']	['ans Licht kommt']	True	1	In der Dunkelkammer arbeiteten die Fotografen daran, das komplizierte Verhältnis zweier abgebildeter Personen auf einem Foto sichtbar zu machen. Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.	['In', 'der', 'Dunkelkammer', 'arbeiteten', 'die', 'Fotografen', 'daran', ',', 'das', 'komplizierte', 'Verhältnis', 'zweier', 'abgebildeter', 'Personen', 'auf', 'einem', 'Foto', 'sichtbar', 'zu', 'machen', '.', 'Als', 'die', 'Beziehung', 'ans', 'Licht', 'kommt', ',', 'gibt', 'es', 'zunächst', 'Probleme', ',', 'die', 'mit', 'Christians', 'Hilfe', 'aber', 'wieder', 'beigelegt', 'werden', 'können', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['ans licht kommt']	[0.8]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.	['ans Licht kommt']	['ans Licht kommt']	True	2	Der Regisseur und der Bühnentechniker probten die heikle Szene, in der das Verhältnis der Hauptfiguren durch einen gezielten Scheinwerfer enthüllt werden sollte. Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.	['Der', 'Regisseur', 'und', 'der', 'Bühnentechniker', 'probten', 'die', 'heikle', 'Szene', ',', 'in', 'der', 'das', 'Verhältnis', 'der', 'Hauptfiguren', 'durch', 'einen', 'gezielten', 'Scheinwerfer', 'enthüllt', 'werden', 'sollte', '.', 'Als', 'die', 'Beziehung', 'ans', 'Licht', 'kommt', ',', 'gibt', 'es', 'zunächst', 'Probleme', ',', 'die', 'mit', 'Christians', 'Hilfe', 'aber', 'wieder', 'beigelegt', 'werden', 'können', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['ans licht kommt']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.	['ans Licht kommt']	['ans Licht kommt']	True	3	Die Forensiker untersuchten mit UV-Strahlung ein Dokument, um eine verborgene Verbindung zwischen zwei Verdächtigen zu enthüllen. Als die Beziehung ans Licht kommt, gibt es zunächst Probleme, die mit Christians Hilfe aber wieder beigelegt werden können.	['Die', 'Forensiker', 'untersuchten', 'mit', 'UV', '-', 'Strahlung', 'ein', 'Dokument', ',', 'um', 'eine', 'verborgene', 'Verbindung', 'zwischen', 'zwei', 'Verdächtigen', 'zu', 'enthüllen', '.', 'Als', 'die', 'Beziehung', 'ans', 'Licht', 'kommt', ',', 'gibt', 'es', 'zunächst', 'Probleme', ',', 'die', 'mit', 'Christians', 'Hilfe', 'aber', 'wieder', 'beigelegt', 'werden', 'können', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['ans licht kommt']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.	['auf der Strecke bleiben']	['auf der Strecke bleiben']	True	1	Beim Veteranentreffen der Langstreckenläufer sprachen wir über die veränderten Trainingsmethoden und die neuen Routenführungen beim jährlichen Marathon. Einer der philosophischen Veteranen sagte: „Wir waren eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.“	['Beim', 'Veteranentreffen', 'der', 'Langstreckenläufer', 'sprachen', 'wir', 'über', 'die', 'veränderten', 'Trainingsmethoden', 'und', 'die', 'neuen', 'Routenführungen', 'beim', 'jährlichen', 'Marathon', '.', 'Einer', 'der', 'philosophischen', 'Veteranen', 'sagte', ':', '„', 'Wir', 'waren', 'eine', 'Generation', ',', 'die', 'ein', 'paar', 'Dinge', 'geändert', 'hat', ',', 'aber', 'auch', 'viele', 'andere', 'Arten', 'von', 'Veränderungen', 'erfuhr', ',', 'über', 'die', 'sie', 'keine', 'Kontrolle', 'hatte', ',', 'so', 'dass', 'einige', 'von', 'uns', 'auf', 'der', 'Strecke', 'bleiben', 'mussten', '.', '“']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0]	v1	german	['auf der strecke bleiben']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']
Eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.	['auf der Strecke bleiben']	['auf der Strecke bleiben']	True	2	Wir, die alten Lokführer erinnerten sich an die Umstellung von Dampf- auf Elektroloks und die Stilllegung vieler Nebenlinien, die unsere Heimatorte verbanden. Und auch Allgemein; wir waren eine Generation, die ein paar Dinge geändert hat, aber auch viele andere Arten von Veränderungen erfuhr, über die sie keine Kontrolle hatte, so dass einige von uns auf der Strecke bleiben mussten.	['Wir', ',', 'die', 'alten', 'Lokführer', 'erinnerten', 'sich', 'an', 'die', 'Umstellung', 'von', 'Dampf', '-', 'auf', 'Elektroloks', 'und', 'die', 'Stilllegung', 'vieler', 'Nebenlinien', ',', 'die', 'unsere', 'Heimatorte', 'verbanden', '.', 'Und', 'auch', 'Allgemein', ';', 'wir', 'waren', 'eine', 'Generation', ',', 'die', 'ein', 'paar', 'Dinge', 'geändert', 'hat', ',', 'aber', 'auch', 'viele', 'andere', 'Arten', 'von', 'Veränderungen', 'erfuhr', ',', 'über', 'die', 'sie', 'keine', 'Kontrolle', 'hatte', ',', 'so', 'dass', 'einige', 'von', 'uns', 'auf', 'der', 'Strecke', 'bleiben', 'mussten', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]	v1	german	['auf der strecke bleiben']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
